"SU","key","site","transect","depth","depth_site_span","depth_transect_span","altitude","GPS_x","GPS_y","img_name","soft_sediment","shell_debris","cobble","pebble","hard_substrate","anthro_substrate","unknown","filamentous_brown","sargassum","sugar_kelp","green_algae","textured_kelp","other_brown_kelp","red_algae","coralline_algae","kelp_bryozoan","sessile_invert","mobile_invert"
193,"2_1",2,1,10.18032,4.63296,3.41376,1.005777778,47.62718039,-122.3934933,"2022_9_29_11-41-39_328.jpg",1,4,1,0,7,0,3,3,0,0,0,74,0,7,0,0,0,0
183,"2_1",2,1,10.5156,4.63296,3.41376,1.002111111,47.6271435,-122.3933919,"2022_9_29_11-41-39_256.jpg",17,20,0,3,0,0,32,0,0,0,0,26,0,0,0,0,0,2
219,"2_1",2,1,11.55192,4.63296,3.41376,1.005,47.62707102,-122.3931527,"2022_9_29_11-41-39_96.jpg",9,13,0,2,14,0,4,0,0,0,0,50,0,8,0,0,0,0
211,"2_1",2,1,8.86968,4.63296,3.41376,0.893555556,47.62723224,-122.3935977,"2022_9_29_11-41-39_464.jpg",0,20,3,2,1,0,2,1,0,0,0,57,0,14,0,0,0,0
197,"2_1",2,1,10.57656,4.63296,3.41376,1.063111111,47.62718354,-122.3935364,"2022_9_29_11-41-39_360.jpg",16,28,0,1,0,0,1,5,0,0,0,38,0,8,0,0,0,0
198,"2_1",2,1,10.57656,4.63296,3.41376,0.965777778,47.62718717,-122.3935457,"2022_9_29_11-41-39_368.jpg",3,10,0,1,0,0,0,0,0,0,0,86,0,0,0,0,0,0
218,"2_1",2,1,11.8872,4.63296,3.41376,0.865444444,47.62706926,-122.3931394,"2022_9_29_11-41-39_88.jpg",20,24,3,18,3,0,25,0,0,0,0,0,0,4,0,0,0,0
186,"2_1",2,1,10.24128,4.63296,3.41376,1.020555556,47.62716212,-122.3934322,"2022_9_29_11-41-39_280.jpg",24,12,2,11,0,0,3,0,0,8,0,35,0,5,0,0,0,0
189,"2_1",2,1,9.906,4.63296,3.41376,1.152777778,47.62717149,-122.3934617,"2022_9_29_11-41-39_304.jpg",14,46,0,2,1,0,9,2,0,0,0,0,0,11,0,0,0,1
191,"2_1",2,1,12.13104,4.63296,3.41376,1.124,47.62706494,-122.3930664,"2022_9_29_11-41-39_32.jpg",35,4,5,8,0,0,20,1,0,0,2,10,0,15,0,0,0,0
180,"2_1",2,1,12.13104,4.63296,3.41376,1.045,47.62707158,-122.3930505,"2022_9_29_11-41-39_24.jpg",32,3,5,16,0,0,22,0,0,1,0,4,0,13,0,0,0,0
213,"2_1",2,1,12.25296,4.63296,3.41376,0.956222222,47.62706229,-122.3930975,"2022_9_29_11-41-39_56.jpg",16,0,0,0,0,0,48,0,0,0,0,16,0,19,0,0,0,0
181,"2_1",2,1,11.06424,4.63296,3.41376,0.691,47.62712528,-122.3933657,"2022_9_29_11-41-39_240.jpg",5,18,1,30,0,0,37,0,0,0,0,2,0,7,0,0,0,0
210,"2_1",2,1,9.20496,4.63296,3.41376,1.001222222,47.62723086,-122.3936137,"2022_9_29_11-41-39_456.jpg",1,46,3,7,0,0,13,0,0,0,0,11,0,15,0,0,0,0
167,"2_1",2,1,11.15568,4.63296,3.41376,1.069777778,47.62708047,-122.3932258,"2022_9_29_11-41-39_144.jpg",30,18,3,8,0,0,4,7,0,0,0,16,0,14,0,0,0,0
225,"2_2",2,2,8.96112,4.63296,1.88976,1.239444444,NA,NA,"2022_9_29_11-59-23_136.jpg",0,0,0,0,6,0,2,0,0,6,2,54,0,24,6,0,0,0
259,"2_2",2,2,9.35736,4.63296,1.88976,0.530555556,NA,NA,"2022_9_29_11-59-23_384.jpg",0,0,10,4,20,0,10,0,0,0,0,46,0,4,0,0,0,0
255,"2_2",2,2,9.41832,4.63296,1.88976,0.898,NA,NA,"2022_9_29_11-59-23_352.jpg",10,4,2,0,6,0,8,0,0,0,0,24,0,44,0,0,0,0
227,"2_2",2,2,9.02208,4.63296,1.88976,0.563222222,NA,NA,"2022_9_29_11-59-23_152.jpg",2,0,0,0,24,0,0,2,0,0,0,20,0,50,2,0,0,0
247,"2_2",2,2,9.38784,4.63296,1.88976,0.612666667,NA,NA,"2022_9_29_11-59-23_296.jpg",2,0,2,0,18,0,4,4,0,6,0,50,0,8,2,0,2,0
231,"2_2",2,2,9.02208,4.63296,1.88976,0.916333333,NA,NA,"2022_9_29_11-59-23_176.jpg",6,0,0,0,8,0,6,0,0,8,0,42,0,28,0,0,0,0
239,"2_2",2,2,9.05256,4.63296,1.88976,0.852888889,NA,NA,"2022_9_29_11-59-23_24.jpg",8,2,0,0,28,0,0,0,0,0,0,62,0,0,0,0,0,0
264,"2_2",2,2,8.29056,4.63296,1.88976,1.429333333,NA,NA,"2022_9_29_11-59-23_416.jpg",2,2,8,6,6,0,2,0,0,0,0,68,0,4,2,0,0,0
256,"2_2",2,2,9.4488,4.63296,1.88976,0.968444444,NA,NA,"2022_9_29_11-59-23_360.jpg",0,0,2,0,12,0,8,24,0,0,0,52,0,0,0,0,0,2
270,"2_2",2,2,9.08304,4.63296,1.88976,1.091,NA,NA,"2022_9_29_11-59-23_72.jpg",0,0,2,0,72,0,4,4,0,0,0,0,0,8,0,0,0,2
226,"2_2",2,2,9.05256,4.63296,1.88976,11.28154545,NA,NA,"2022_9_29_11-59-23_144.jpg",6,8,0,0,20,0,0,14,0,0,0,18,0,30,0,0,0,0
258,"2_2",2,2,9.35736,4.63296,1.88976,0.969666667,NA,NA,"2022_9_29_11-59-23_376.jpg",0,4,0,2,24,0,16,0,0,0,0,40,0,0,0,0,0,0
251,"2_2",2,2,9.02208,4.63296,1.88976,1.251888889,NA,NA,"2022_9_29_11-59-23_320.jpg",4,2,6,4,18,0,4,0,0,0,0,42,0,6,2,0,0,4
221,"2_2",2,2,9.20496,4.63296,1.88976,0.830111111,NA,NA,"2022_9_29_11-59-23_104.jpg",0,0,2,0,32,0,0,2,0,24,0,32,0,8,0,0,0,0
267,"2_2",2,2,8.9916,4.63296,1.88976,0.476888889,NA,NA,"2022_9_29_11-59-23_48.jpg",0,2,6,0,24,0,0,0,0,0,0,64,0,4,0,0,0,0
243,"2_2",2,2,9.20496,4.63296,1.88976,0.921555556,NA,NA,"2022_9_29_11-59-23_264.jpg",0,0,0,0,22,0,0,0,0,0,0,66,0,4,6,0,0,2
274,"2_2",2,2,9.26592,4.63296,1.88976,0.662444444,NA,NA,"2022_9_29_11-59-23_96.jpg",0,4,0,0,10,0,0,16,0,0,0,28,0,38,0,0,0,2
222,"2_2",2,2,9.17448,4.63296,1.88976,0.982555556,NA,NA,"2022_9_29_11-59-23_112.jpg",0,0,6,0,30,0,2,2,0,0,0,40,0,14,6,0,0,0
266,"2_2",2,2,7.65048,4.63296,1.88976,2.161,NA,NA,"2022_9_29_11-59-23_432.jpg",0,0,4,0,6,0,14,0,0,0,0,66,0,4,0,0,0,0
224,"2_2",2,2,9.11352,4.63296,1.88976,0.964333333,NA,NA,"2022_9_29_11-59-23_128.jpg",4,0,0,0,6,4,4,0,0,6,0,50,0,24,2,0,0,0
261,"2_2",2,2,8.9916,4.63296,1.88976,0.809888889,NA,NA,"2022_9_29_11-59-23_40.jpg",0,0,10,0,48,0,2,0,0,0,0,34,0,0,0,0,2,4
263,"2_2",2,2,8.59536,4.63296,1.88976,1.173444444,NA,NA,"2022_9_29_11-59-23_408.jpg",0,0,10,4,2,0,32,0,0,0,0,32,0,0,0,0,0,0
250,"2_2",2,2,9.02208,4.63296,1.88976,0.899777778,NA,NA,"2022_9_29_11-59-23_32.jpg",0,0,6,0,36,0,0,0,0,0,0,42,0,0,0,0,0,0
254,"2_2",2,2,9.54024,4.63296,1.88976,0.827666667,NA,NA,"2022_9_29_11-59-23_344.jpg",8,4,4,8,10,0,10,0,0,0,0,52,0,0,2,0,0,0
253,"2_2",2,2,9.26592,4.63296,1.88976,0.526666667,NA,NA,"2022_9_29_11-59-23_336.jpg",10,16,2,4,36,0,8,0,0,0,0,20,0,2,0,0,0,0
223,"2_2",2,2,9.17448,4.63296,1.88976,0.507444444,NA,NA,"2022_9_29_11-59-23_120.jpg",0,0,2,0,16,0,0,2,0,4,0,54,0,12,8,0,2,0
234,"2_2",2,2,9.20496,4.63296,1.88976,1.005888889,NA,NA,"2022_9_29_11-59-23_200.jpg",8,0,0,0,8,0,0,6,0,0,0,46,0,32,0,0,0,0
249,"2_2",2,2,9.05256,4.63296,1.88976,1.112444444,NA,NA,"2022_9_29_11-59-23_312.jpg",2,0,0,0,60,0,0,0,0,0,0,12,0,22,2,0,0,0
260,"2_2",2,2,9.23544,4.63296,1.88976,0.4736,NA,NA,"2022_9_29_11-59-23_392.jpg",2,4,10,12,20,0,10,0,0,0,0,42,0,0,0,0,0,0
241,"2_2",2,2,9.20496,4.63296,1.88976,0.890222222,NA,NA,"2022_9_29_11-59-23_248.jpg",0,2,0,0,16,0,2,0,0,2,0,62,0,2,8,0,4,0
257,"2_2",2,2,9.35736,4.63296,1.88976,0.998888889,NA,NA,"2022_9_29_11-59-23_368.jpg",0,0,0,0,10,0,22,0,0,0,0,66,0,0,0,0,0,0
245,"2_2",2,2,9.38784,4.63296,1.88976,0.926,NA,NA,"2022_9_29_11-59-23_280.jpg",0,0,2,0,6,0,0,0,0,8,0,82,0,2,0,0,0,0
237,"2_2",2,2,9.20496,4.63296,1.88976,0.715111111,NA,NA,"2022_9_29_11-59-23_224.jpg",0,0,4,0,18,0,0,2,0,0,0,46,0,14,12,0,0,4
265,"2_2",2,2,8.04672,4.63296,1.88976,1.980444444,NA,NA,"2022_9_29_11-59-23_424.jpg",0,0,4,0,24,0,12,0,0,0,0,58,0,2,0,0,0,0
271,"2_2",2,2,9.35736,4.63296,1.88976,0.994333333,NA,NA,"2022_9_29_11-59-23_8.jpg",12,0,0,0,26,0,4,0,0,0,0,56,0,0,0,0,0,0
272,"2_2",2,2,9.08304,4.63296,1.88976,1.008222222,NA,NA,"2022_9_29_11-59-23_80.jpg",0,0,0,0,50,0,0,0,0,0,0,40,0,2,0,0,0,0
240,"2_2",2,2,9.35736,4.63296,1.88976,0.783444444,NA,NA,"2022_9_29_11-59-23_240.jpg",0,0,2,0,2,0,0,0,0,0,0,78,0,4,12,0,0,2
248,"2_2",2,2,9.08304,4.63296,1.88976,1.311777778,NA,NA,"2022_9_29_11-59-23_304.jpg",0,0,2,0,30,0,2,0,0,0,0,40,0,2,4,0,0,2
236,"2_2",2,2,9.23544,4.63296,1.88976,0.696222222,NA,NA,"2022_9_29_11-59-23_216.jpg",0,0,4,0,16,0,2,0,0,0,0,54,0,24,0,0,0,0
246,"2_2",2,2,9.38784,4.63296,1.88976,1.128444444,NA,NA,"2022_9_29_11-59-23_288.jpg",0,0,0,0,20,0,0,0,0,8,0,26,0,32,12,0,0,2
233,"2_2",2,2,9.08304,4.63296,1.88976,1.053222222,NA,NA,"2022_9_29_11-59-23_192.jpg",4,0,0,0,0,0,6,34,0,0,0,14,0,34,8,0,0,0
238,"2_2",2,2,9.26592,4.63296,1.88976,0.758111111,NA,NA,"2022_9_29_11-59-23_232.jpg",0,0,10,0,4,0,0,0,0,0,2,80,0,0,2,0,0,2
220,"2_2",2,2,9.35736,4.63296,1.88976,1.081888889,NA,NA,"2022_9_29_11-59-23_0.jpg",4,4,0,0,28,0,0,4,0,0,0,50,0,8,0,0,0,2
252,"2_2",2,2,9.26592,4.63296,1.88976,0.942333333,NA,NA,"2022_9_29_11-59-23_328.jpg",6,16,6,4,14,0,10,0,0,0,0,34,0,2,2,0,0,2
269,"2_2",2,2,9.08304,4.63296,1.88976,1.031555556,NA,NA,"2022_9_29_11-59-23_64.jpg",2,0,0,0,34,0,2,16,0,0,0,34,0,10,0,0,2,0
242,"2_2",2,2,9.20496,4.63296,1.88976,0.678,NA,NA,"2022_9_29_11-59-23_256.jpg",4,4,4,0,26,0,4,4,0,0,0,36,0,16,0,0,0,0
268,"2_2",2,2,8.9916,4.63296,1.88976,1.264,NA,NA,"2022_9_29_11-59-23_56.jpg",0,0,12,0,34,0,0,4,0,0,0,36,0,6,0,0,0,0
230,"2_2",2,2,8.86968,4.63296,1.88976,1.020888889,NA,NA,"2022_9_29_11-59-23_168.jpg",0,0,0,0,4,0,0,34,0,0,0,14,0,46,2,0,0,0
244,"2_2",2,2,9.26592,4.63296,1.88976,0.676,NA,NA,"2022_9_29_11-59-23_272.jpg",0,0,0,0,38,0,6,2,0,10,0,28,0,8,8,0,0,0
235,"2_2",2,2,9.11352,4.63296,1.88976,0.628333333,NA,NA,"2022_9_29_11-59-23_208.jpg",8,0,2,0,16,0,4,4,0,0,0,40,0,18,8,0,0,0
342,"3_1",3,1,6.61416,10.3632,6.91896,1.156133333,47.62711333,-122.3919483,"2022_9_29_10-12-09_600.jpg",0,0,0,0,23,0,17,33,0,12,0,1,0,5,1,0,0,0
325,"3_1",3,1,4.45008,10.3632,6.91896,1.0824375,47.62719293,-122.391798,"2022_9_29_10-12-09_472.jpg",0,5,0,0,28,0,10,3,0,11,11,6,0,17,8,0,0,0
327,"3_1",3,1,5.1816,10.3632,6.91896,4.596466667,47.62719174,-122.3918039,"2022_9_29_10-12-09_480.jpg",0,0,0,0,28,0,15,0,0,13,1,15,0,11,8,0,0,0
339,"3_1",3,1,6.49224,10.3632,6.91896,1.522066667,47.62712426,-122.391917,"2022_9_29_10-12-09_576.jpg",0,0,0,0,39,0,14,5,0,4,9,8,0,16,5,0,0,0
350,"3_1",3,1,7.9248,10.3632,6.91896,1.266533333,47.62710274,-122.3920236,"2022_9_29_10-12-09_656.jpg",0,0,18,0,43,0,18,0,0,0,0,20,1,0,0,0,0,0
319,"3_1",3,1,4.23672,10.3632,6.91896,1.306933333,47.62719736,-122.3917298,"2022_9_29_10-12-09_424.jpg",0,0,0,0,0,0,3,0,0,0,89,0,0,7,0,0,0,0
297,"3_1",3,1,5.27304,10.3632,6.91896,1.361666667,47.62715255,-122.3915646,"2022_9_29_10-12-09_272.jpg",0,0,0,0,21,0,24,0,0,0,2,0,0,0,8,0,0,0
344,"3_1",3,1,6.7056,10.3632,6.91896,2.395666667,47.62709904,-122.3919681,"2022_9_29_10-12-09_616.jpg",0,8,0,0,20,0,18,0,0,4,0,19,0,10,3,0,0,0
336,"3_1",3,1,9.05256,10.3632,6.91896,0.903133333,47.62701556,-122.3912893,"2022_9_29_10-12-09_56.jpg",0,0,2,0,13,0,9,0,0,0,0,60,0,6,5,0,0,1
308,"3_1",3,1,3.32232,10.3632,6.91896,0.9596,47.62719583,-122.3916296,"2022_9_29_10-12-09_344.jpg",1,0,0,0,30,0,30,0,0,1,0,20,0,5,9,0,0,0
289,"3_1",3,1,5.82168,10.3632,6.91896,1.699533333,47.6271031,-122.3914874,"2022_9_29_10-12-09_208.jpg",0,0,17,0,16,0,22,0,0,0,0,31,0,3,0,0,0,0
335,"3_1",3,1,5.7912,10.3632,6.91896,0.898933333,47.62714857,-122.3918975,"2022_9_29_10-12-09_552.jpg",5,0,0,0,15,0,15,5,0,2,9,16,0,7,21,0,0,0
317,"3_1",3,1,3.32232,10.3632,6.91896,1.788466667,47.62720402,-122.3917047,"2022_9_29_10-12-09_408.jpg",0,0,4,0,0,0,9,0,0,0,69,0,0,18,0,0,0,0
329,"3_1",3,1,4.99872,10.3632,6.91896,0.8038,47.62718651,-122.3918266,"2022_9_29_10-12-09_496.jpg",0,0,2,0,22,0,13,1,0,19,8,8,0,13,8,0,0,4
356,"3_1",3,1,8.10768,10.3632,6.91896,1.280533333,47.62710493,-122.392091,"2022_9_29_10-12-09_704.jpg",0,0,7,0,11,0,27,0,0,0,0,0,0,16,7,0,0,0
275,"3_1",3,1,9.4488,10.3632,6.91896,1.011333333,47.62698,-122.39122,"2022_9_29_10-12-09_0.jpg",1,0,4,0,14,0,20,0,0,0,0,55,0,3,0,0,0,0
292,"3_1",3,1,5.334,10.3632,6.91896,0.9408,47.62712269,-122.3915156,"2022_9_29_10-12-09_232.jpg",0,0,3,0,32,0,10,0,0,3,0,24,0,9,14,0,5,0
359,"3_1",3,1,7.80288,10.3632,6.91896,1.393066667,47.6271097,-122.3921066,"2022_9_29_10-12-09_720.jpg",0,0,0,0,52,0,43,0,0,0,0,0,0,4,0,0,0,1
365,"3_1",3,1,8.32104,10.3632,6.91896,0.988533333,47.62703975,-122.3913363,"2022_9_29_10-12-09_88.jpg",0,0,0,0,34,0,22,0,0,0,0,33,0,9,0,0,0,2
338,"3_1",3,1,5.97408,10.3632,6.91896,1.843466667,47.62713271,-122.3919083,"2022_9_29_10-12-09_568.jpg",5,1,2,1,31,0,17,0,0,0,0,29,0,2,5,0,0,0
343,"3_1",3,1,6.67512,10.3632,6.91896,1.247933333,47.62710265,-122.3919586,"2022_9_29_10-12-09_608.jpg",7,6,0,0,20,0,20,3,0,4,1,8,0,13,8,0,0,0
298,"3_1",3,1,4.60248,10.3632,6.91896,0.896866667,47.62715771,-122.391569,"2022_9_29_10-12-09_280.jpg",0,0,0,0,65,0,17,4,0,0,0,0,0,5,9,0,0,0
290,"3_1",3,1,5.66928,10.3632,6.91896,4.5838,47.62710939,-122.3914995,"2022_9_29_10-12-09_216.jpg",2,0,7,1,21,0,10,0,0,0,0,51,0,1,7,0,0,0
286,"3_1",3,1,6.4008,10.3632,6.91896,1.058333333,47.62709309,-122.3914592,"2022_9_29_10-12-09_184.jpg",0,0,0,0,43,0,46,0,0,1,0,0,0,2,0,0,8,0
341,"3_1",3,1,6.43128,10.3632,6.91896,1.7560625,47.6271165,-122.3919365,"2022_9_29_10-12-09_592.jpg",8,15,0,0,14,0,14,0,0,21,1,1,0,9,6,0,0,0
355,"3_1",3,1,7.83336,10.3632,6.91896,1.5212,47.6271009,-122.3920796,"2022_9_29_10-12-09_696.jpg",0,0,3,0,26,0,28,0,0,0,0,0,0,6,0,0,0,0
326,"3_1",3,1,8.9916,10.3632,6.91896,1.385866667,47.62701077,-122.3912797,"2022_9_29_10-12-09_48.jpg",1,0,1,0,24,0,5,0,0,9,0,50,0,8,0,0,0,0
364,"3_1",3,1,8.382,10.3632,6.91896,1.004466667,47.62703365,-122.3913244,"2022_9_29_10-12-09_80.jpg",0,0,1,0,49,0,3,0,0,0,0,36,0,8,3,0,0,0
360,"3_1",3,1,7.71144,10.3632,6.91896,1.2376,47.62711385,-122.3920999,"2022_9_29_10-12-09_728.jpg",0,0,0,0,53,0,23,0,0,0,0,23,0,1,0,0,0,0
318,"3_1",3,1,3.93192,10.3632,6.91896,1.432466667,47.62720083,-122.3917166,"2022_9_29_10-12-09_416.jpg",0,0,1,0,0,0,4,0,0,0,88,0,0,6,0,0,0,0
287,"3_1",3,1,6.27888,10.3632,6.91896,4.602266667,47.62709733,-122.3914714,"2022_9_29_10-12-09_192.jpg",0,0,4,0,28,0,26,2,0,16,0,0,0,15,5,0,0,0
332,"3_1",3,1,4.93776,10.3632,6.91896,1.8386,47.62716675,-122.3918746,"2022_9_29_10-12-09_528.jpg",1,0,0,0,8,0,3,0,0,1,0,69,0,0,16,0,0,0
366,"3_1",3,1,7.74192,10.3632,6.91896,1.178375,47.62704494,-122.3913461,"2022_9_29_10-12-09_96.jpg",1,0,9,0,12,0,7,1,0,2,0,48,0,11,3,0,0,0
300,"3_1",3,1,4.32816,10.3632,6.91896,0.815333333,47.62716984,-122.3915835,"2022_9_29_10-12-09_296.jpg",0,1,0,1,23,1,20,7,0,5,2,18,0,0,6,0,0,0
324,"3_1",3,1,4.2672,10.3632,6.91896,0.948666667,47.62719488,-122.391787,"2022_9_29_10-12-09_464.jpg",0,2,0,0,32,0,16,0,0,11,6,4,0,29,0,0,0,0
282,"3_1",3,1,7.3152,10.3632,6.91896,1.267666667,47.62707171,-122.3914153,"2022_9_29_10-12-09_152.jpg",0,0,18,0,10,0,34,0,0,0,0,10,0,22,5,0,0,1
276,"3_1",3,1,7.7724,10.3632,6.91896,1.398333333,47.62704896,-122.3913539,"2022_9_29_10-12-09_104.jpg",0,0,0,0,30,0,15,0,0,1,0,34,0,11,8,0,0,1
328,"3_1",3,1,5.0292,10.3632,6.91896,0.830733333,47.62718882,-122.3918172,"2022_9_29_10-12-09_488.jpg",0,0,0,0,15,0,18,0,4,0,19,3,0,27,1,0,0,0
312,"3_1",3,1,2.52984,10.3632,6.91896,0.991866667,47.6272145,-122.3916682,"2022_9_29_10-12-09_376.jpg",0,0,0,0,6,0,0,0,0,3,60,7,0,23,0,0,0,1
301,"3_1",3,1,4.35864,10.3632,6.91896,1.0474,47.62717375,-122.3915892,"2022_9_29_10-12-09_304.jpg",0,1,3,0,26,0,20,21,0,0,2,14,0,6,1,0,0,0
280,"3_1",3,1,7.0104,10.3632,6.91896,0.857866667,47.62706949,-122.3913939,"2022_9_29_10-12-09_136.jpg",0,0,0,0,20,0,4,0,0,0,0,72,0,2,2,0,0,0
348,"3_1",3,1,8.01624,10.3632,6.91896,1.5678,47.62709844,-122.3919977,"2022_9_29_10-12-09_640.jpg",0,0,1,0,34,0,17,0,0,0,0,37,0,5,0,2,0,0
322,"3_1",3,1,3.87096,10.3632,6.91896,1.198466667,47.62719725,-122.3917656,"2022_9_29_10-12-09_448.jpg",3,0,3,0,2,0,42,1,0,0,21,0,0,25,1,0,0,1
347,"3_1",3,1,9.05256,10.3632,6.91896,0.7871875,47.62702209,-122.3913021,"2022_9_29_10-12-09_64.jpg",0,1,5,0,20,0,6,2,0,4,0,53,0,2,1,0,0,0
345,"3_1",3,1,7.52856,10.3632,6.91896,2.240857143,47.62709828,-122.3919769,"2022_9_29_10-12-09_624.jpg",0,0,10,0,20,0,16,0,0,7,1,9,0,13,6,0,0,0
296,"3_1",3,1,5.51688,10.3632,6.91896,1.721933333,47.62714574,-122.3915587,"2022_9_29_10-12-09_264.jpg",0,0,0,0,29,0,43,0,0,0,0,11,0,3,10,0,0,0
299,"3_1",3,1,4.63296,10.3632,6.91896,1.0604,47.62716401,-122.3915749,"2022_9_29_10-12-09_288.jpg",0,0,0,0,28,0,54,0,0,3,0,2,0,8,4,0,0,0
337,"3_1",3,1,5.76072,10.3632,6.91896,1.0662,47.62714265,-122.3919011,"2022_9_29_10-12-09_560.jpg",1,0,2,0,21,0,12,3,0,3,0,39,0,10,1,0,0,3
334,"3_1",3,1,5.51688,10.3632,6.91896,1.1434,47.62715548,-122.3918939,"2022_9_29_10-12-09_544.jpg",1,0,0,0,20,0,9,1,0,4,10,20,0,22,11,0,0,0
351,"3_1",3,1,7.62,10.3632,6.91896,1.203,47.62710498,-122.3920361,"2022_9_29_10-12-09_664.jpg",0,0,0,0,15,0,83,0,0,1,0,0,0,1,0,0,0,0
383,"3_2",3,2,9.35736,10.3632,3.99288,1.191733333,NA,NA,"2022_9_29_10-35-25_216.jpg",0,0,2,0,14,0,22,0,0,0,0,46,0,4,0,0,8,0
367,"3_2",3,2,11.24712,10.3632,3.99288,1.1985,NA,NA,"2022_9_29_10-35-25_0.jpg",32,8,0,14,4,0,4,0,0,0,0,36,0,2,0,0,0,0
371,"3_2",3,2,8.93064,10.3632,3.99288,1.180066667,NA,NA,"2022_9_29_10-35-25_128.jpg",22,16,2,0,8,0,4,0,0,0,0,44,0,4,0,0,0,0
393,"3_2",3,2,9.08304,10.3632,3.99288,1.069533333,NA,NA,"2022_9_29_10-35-25_288.jpg",0,2,14,12,14,0,12,0,0,0,0,24,0,2,0,0,0,0
382,"3_2",3,2,8.80872,10.3632,3.99288,1.3672,NA,NA,"2022_9_29_10-35-25_208.jpg",0,0,8,0,40,0,12,0,0,0,0,18,0,16,0,0,0,2
395,"3_2",3,2,9.26592,10.3632,3.99288,0.910933333,NA,NA,"2022_9_29_10-35-25_304.jpg",0,2,4,12,4,0,20,0,0,0,0,52,0,0,0,0,0,0
389,"3_2",3,2,9.20496,10.3632,3.99288,1.1742,NA,NA,"2022_9_29_10-35-25_256.jpg",0,0,2,0,10,0,36,0,0,0,0,40,0,2,0,0,0,0
381,"3_2",3,2,8.29056,10.3632,3.99288,1.168133333,NA,NA,"2022_9_29_10-35-25_200.jpg",0,0,0,0,34,0,2,0,0,0,0,46,0,10,8,0,0,0
368,"3_2",3,2,9.54024,10.3632,3.99288,1.275733333,NA,NA,"2022_9_29_10-35-25_104.jpg",0,0,0,0,24,0,4,0,0,0,0,58,0,0,0,0,0,4
401,"3_2",3,2,9.08304,10.3632,3.99288,0.9615625,NA,NA,"2022_9_29_10-35-25_344.jpg",0,0,6,0,38,0,6,0,0,0,0,10,0,14,2,0,0,0
380,"3_2",3,2,8.26008,10.3632,3.99288,1.076866667,NA,NA,"2022_9_29_10-35-25_192.jpg",4,0,4,0,40,0,2,0,0,0,0,42,0,0,8,0,0,0
392,"3_2",3,2,9.08304,10.3632,3.99288,1.1796,NA,NA,"2022_9_29_10-35-25_280.jpg",0,4,2,4,10,0,20,0,0,0,0,52,0,4,0,0,0,0
375,"3_2",3,2,10.9728,10.3632,3.99288,1.285571429,NA,NA,"2022_9_29_10-35-25_16.jpg",10,14,0,10,0,0,6,0,0,0,0,52,0,6,0,0,0,0
424,"3_2",3,2,10.0584,10.3632,3.99288,1.1731875,NA,NA,"2022_9_29_10-35-25_80.jpg",12,2,0,0,24,0,4,0,0,2,0,48,0,2,0,0,0,0
402,"3_2",3,2,8.74776,10.3632,3.99288,1.2258,NA,NA,"2022_9_29_10-35-25_352.jpg",0,18,0,0,20,0,4,0,0,0,0,40,0,12,0,0,0,0
369,"3_2",3,2,9.47928,10.3632,3.99288,1.1902,NA,NA,"2022_9_29_10-35-25_112.jpg",0,0,0,0,10,0,2,0,0,0,0,84,0,4,0,0,0,0
422,"3_2",3,2,10.14984,10.3632,3.99288,1.261866667,NA,NA,"2022_9_29_10-35-25_72.jpg",28,18,2,0,0,0,0,0,0,4,2,40,0,6,0,0,0,0
373,"3_2",3,2,8.90016,10.3632,3.99288,1.3038,NA,NA,"2022_9_29_10-35-25_144.jpg",2,0,0,0,22,0,0,0,0,0,0,74,0,2,0,0,0,0
410,"3_2",3,2,8.382,10.3632,3.99288,3.412733333,NA,NA,"2022_9_29_10-35-25_408.jpg",10,4,0,0,32,0,4,0,0,0,0,34,0,12,0,0,0,0
414,"3_2",3,2,7.98576,10.3632,3.99288,4.443866667,NA,NA,"2022_9_29_10-35-25_440.jpg",0,0,4,0,10,0,12,0,0,0,4,52,0,4,0,0,0,0
394,"3_2",3,2,9.23544,10.3632,3.99288,0.919266667,NA,NA,"2022_9_29_10-35-25_296.jpg",8,0,6,12,20,0,20,0,0,0,0,18,0,10,0,0,0,0
404,"3_2",3,2,8.6868,10.3632,3.99288,1.178133333,NA,NA,"2022_9_29_10-35-25_368.jpg",10,34,2,6,12,0,0,0,0,6,0,14,0,16,0,0,0,0
378,"3_2",3,2,8.80872,10.3632,3.99288,0.980466667,NA,NA,"2022_9_29_10-35-25_176.jpg",0,0,0,0,30,0,0,0,0,0,0,38,0,16,14,0,0,2
403,"3_2",3,2,8.6868,10.3632,3.99288,1.0208,NA,NA,"2022_9_29_10-35-25_360.jpg",2,8,4,0,14,0,2,0,0,0,0,46,0,8,4,0,0,2
399,"3_2",3,2,9.38784,10.3632,3.99288,1.825266667,NA,NA,"2022_9_29_10-35-25_328.jpg",4,0,2,0,16,0,6,0,0,12,0,46,0,2,0,0,0,0
413,"3_2",3,2,7.74192,10.3632,3.99288,0.9648,NA,NA,"2022_9_29_10-35-25_432.jpg",0,0,0,0,18,0,2,0,0,0,0,70,0,2,0,0,0,0
397,"3_2",3,2,11.00328,10.3632,3.99288,1.038866667,NA,NA,"2022_9_29_10-35-25_32.jpg",22,8,8,4,12,0,0,0,0,0,0,10,0,34,0,0,0,0
