"dataset","variable","display_name","key","site","season","depth","transect","diver_value","rov_value","z_diver","z_rov","dz"
"percent-cover, all seasons","substrate_sand","Sand substrate","CP_4_summer","Centennial_Park","summer","shallow",4,0.2,0.028,0.553344846736461,-0.18890155670452,0.742246403440981
"percent-cover, all seasons","substrate_sand","Sand substrate","CP_5_summer","Centennial_Park","summer","shallow",5,0.3,0.017,1.21802334131479,-0.359106372301767,1.57712971361656
"percent-cover, all seasons","substrate_sand","Sand substrate","CP_6_summer","Centennial_Park","summer","shallow",6,0.2,0.107,0.553344846736461,1.0334784825848,-0.480133635848337
"percent-cover, all seasons","substrate_sand","Sand substrate","CP_1_winter","Centennial_Park","winter","deep",1,0.367,0.007,1.66335793268227,-0.513838022844718,2.17719595552699
"percent-cover, all seasons","substrate_sand","Sand substrate","CP_2_winter","Centennial_Park","winter","deep",2,0.167,0.032,0.334000943525611,-0.127008896487339,0.461009840012951
"percent-cover, all seasons","substrate_sand","Sand substrate","CP_3_winter","Centennial_Park","winter","deep",3,0,0.013,-0.776012142420201,-0.420999032518947,-0.355013109901254
"percent-cover, all seasons","substrate_sand","Sand substrate","CP_4_winter","Centennial_Park","winter","shallow",4,0.367,0.205,1.66335793268227,2.54984865790572,-0.886490725223449
"percent-cover, all seasons","substrate_sand","Sand substrate","CP_5_winter","Centennial_Park","winter","shallow",5,0.467,0.04,2.3280364272606,-0.00322357605297812,2.33126000331358
"percent-cover, all seasons","substrate_sand","Sand substrate","CP_6_winter","Centennial_Park","winter","shallow",6,0.167,0.266,0.334000943525611,3.49371172621773,-3.15971078269212
"percent-cover, all seasons","substrate_sand","Sand substrate","EBM_1_summer","Elliott_Bay_Marina","summer","deep",1,0,0,-0.776012142420201,-0.622150178224784,-0.153861964195417
"percent-cover, all seasons","substrate_sand","Sand substrate","EBM_2_summer","Elliott_Bay_Marina","summer","deep",2,0,0.011,-0.776012142420201,-0.451945362627538,-0.324066779792664
"percent-cover, all seasons","substrate_sand","Sand substrate","EBM_3_summer","Elliott_Bay_Marina","summer","deep",3,0,0.003,-0.776012142420201,-0.575730683061899,-0.200281459358303
"percent-cover, all seasons","substrate_sand","Sand substrate","EBM_4_summer","Elliott_Bay_Marina","summer","shallow",4,0,0.003,-0.776012142420201,-0.575730683061899,-0.200281459358303
"percent-cover, all seasons","substrate_sand","Sand substrate","EBM_5_summer","Elliott_Bay_Marina","summer","shallow",5,0,0.036,-0.776012142420201,-0.0651162362701588,-0.710895906150043
"percent-cover, all seasons","substrate_sand","Sand substrate","EBM_6_summer","Elliott_Bay_Marina","summer","shallow",6,0,0.001,-0.776012142420201,-0.606677013170489,-0.169335129249712
"percent-cover, all seasons","substrate_sand","Sand substrate","EBM_1_winter","Elliott_Bay_Marina","winter","deep",1,0,0.045,-0.776012142420201,0.0741422492184976,-0.850154391638699
"percent-cover, all seasons","substrate_sand","Sand substrate","EBM_2_winter","Elliott_Bay_Marina","winter","deep",2,0,0.023,-0.776012142420201,-0.266267381975996,-0.509744760444206
"percent-cover, all seasons","substrate_sand","Sand substrate","EBM_3_winter","Elliott_Bay_Marina","winter","deep",3,0,0.013,-0.776012142420201,-0.420999032518947,-0.355013109901254
"percent-cover, all seasons","substrate_sand","Sand substrate","EBM_4_winter","Elliott_Bay_Marina","winter","shallow",4,0,0.019,-0.776012142420201,-0.328160042193176,-0.447852100227025
"percent-cover, all seasons","substrate_sand","Sand substrate","EBM_5_winter","Elliott_Bay_Marina","winter","shallow",5,0,0.026,-0.776012142420201,-0.21984788681311,-0.556164255607091
"percent-cover, all seasons","substrate_sand","Sand substrate","EBM_6_winter","Elliott_Bay_Marina","winter","shallow",6,0,0.03,-0.776012142420201,-0.15795522659593,-0.618056915824272
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","CP_1_summer","Centennial_Park","summer","deep",1,0.067,0.004,-0.195442697242584,-0.0163726988632073,-0.179069998379377
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","CP_2_summer","Centennial_Park","summer","deep",2,0,0.003,-0.756642442182005,-0.147354289768865,-0.609288152413139
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","CP_3_summer","Centennial_Park","summer","deep",3,0,0.002,-0.756642442182005,-0.278335880674523,-0.478306561507481
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","CP_4_summer","Centennial_Park","summer","shallow",4,0,0,-0.756642442182005,-0.540299062485839,-0.216343379696165
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","CP_5_summer","Centennial_Park","summer","shallow",5,0,0.001,-0.756642442182005,-0.409317471580181,-0.347324970601823
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","CP_6_summer","Centennial_Park","summer","shallow",6,0.067,0.001,-0.195442697242584,-0.409317471580181,0.213874774337597
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","CP_1_winter","Centennial_Park","winter","deep",1,0,0.005,-0.756642442182005,0.114608892042451,-0.871251334224455
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","CP_2_winter","Centennial_Park","winter","deep",2,0.267,0.004,1.47978042197957,-0.0163726988632073,1.49615312084277
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","CP_3_winter","Centennial_Park","winter","deep",3,0.4,0.008,2.5938037962623,0.507553664759425,2.08625013150287
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","CP_4_winter","Centennial_Park","winter","shallow",4,0.167,0.002,0.642168862368491,-0.278335880674523,0.920504743043014
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","CP_5_winter","Centennial_Park","winter","shallow",5,0.133,0.005,0.357380932100725,0.114608892042451,0.242772040058275
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","CP_6_winter","Centennial_Park","winter","shallow",6,0.4,0.001,2.5938037962623,-0.409317471580181,3.00312126784248
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","EBM_1_summer","Elliott_Bay_Marina","summer","deep",1,0,0,-0.756642442182005,-0.540299062485839,-0.216343379696165
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","EBM_2_summer","Elliott_Bay_Marina","summer","deep",2,0.033,0.002,-0.48023062751035,-0.278335880674523,-0.201894746835826
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","EBM_3_summer","Elliott_Bay_Marina","summer","deep",3,0,0.003,-0.756642442182005,-0.147354289768865,-0.609288152413139
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","EBM_4_summer","Elliott_Bay_Marina","summer","shallow",4,0,0,-0.756642442182005,-0.540299062485839,-0.216343379696165
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","EBM_5_summer","Elliott_Bay_Marina","summer","shallow",5,0.067,0,-0.195442697242584,-0.540299062485839,0.344856365243255
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","EBM_6_summer","Elliott_Bay_Marina","summer","shallow",6,0,0,-0.756642442182005,-0.540299062485839,-0.216343379696165
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","EBM_1_winter","Elliott_Bay_Marina","winter","deep",1,0.133,0.001,0.357380932100725,-0.409317471580181,0.766698403680907
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","EBM_2_winter","Elliott_Bay_Marina","winter","deep",2,0.133,0.004,0.357380932100725,-0.0163726988632073,0.373753630963933
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","EBM_3_winter","Elliott_Bay_Marina","winter","deep",3,0.167,0.016,0.642168862368491,1.55540639200469,-0.913237529636198
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","EBM_4_winter","Elliott_Bay_Marina","winter","shallow",4,0,0,-0.756642442182005,-0.540299062485839,-0.216343379696165
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","EBM_5_winter","Elliott_Bay_Marina","winter","shallow",5,0.067,0.001,-0.195442697242584,-0.409317471580181,0.213874774337597
"percent-cover, all seasons","substrate_shell_hash","Shell hash substrate","EBM_6_winter","Elliott_Bay_Marina","winter","shallow",6,0.067,0.036,-0.195442697242584,4.17503821011785,-4.37048090736043
"percent-cover, winter only","cover_crustose_coralline","Crustose coralline algae (CCA)","CP_1_winter","Centennial_Park","winter","deep",1,0,0,-0.877309460038972,-0.819583488544572,-0.0577259714944007
"percent-cover, winter only","cover_crustose_coralline","Crustose coralline algae (CCA)","CP_2_winter","Centennial_Park","winter","deep",2,0,0,-0.877309460038972,-0.819583488544572,-0.0577259714944007
"percent-cover, winter only","cover_crustose_coralline","Crustose coralline algae (CCA)","CP_3_winter","Centennial_Park","winter","deep",3,0,0,-0.877309460038972,-0.819583488544572,-0.0577259714944007
"percent-cover, winter only","cover_crustose_coralline","Crustose coralline algae (CCA)","CP_4_winter","Centennial_Park","winter","shallow",4,0.033,0.001,-0.655461090833715,-0.803720582314677,0.148259491480962
"percent-cover, winter only","cover_crustose_coralline","Crustose coralline algae (CCA)","CP_5_winter","Centennial_Park","winter","shallow",5,0,0,-0.877309460038972,-0.819583488544572,-0.0577259714944007
"percent-cover, winter only","cover_crustose_coralline","Crustose coralline algae (CCA)","CP_6_winter","Centennial_Park","winter","shallow",6,0,0,-0.877309460038972,-0.819583488544572,-0.0577259714944007
"percent-cover, winter only","cover_crustose_coralline","Crustose coralline algae (CCA)","EBM_1_winter","Elliott_Bay_Marina","winter","deep",1,0.2,0.071,0.467226110901981,0.306682853777969,0.160543257124013
"percent-cover, winter only","cover_crustose_coralline","Crustose coralline algae (CCA)","EBM_2_winter","Elliott_Bay_Marina","winter","deep",2,0.233,0.06,0.689074480107239,0.132190885249124,0.556883594858114
"percent-cover, winter only","cover_crustose_coralline","Crustose coralline algae (CCA)","EBM_3_winter","Elliott_Bay_Marina","winter","deep",3,0.2,0.105,0.467226110901981,0.846021665594397,-0.378795554692415
"percent-cover, winter only","cover_crustose_coralline","Crustose coralline algae (CCA)","EBM_4_winter","Elliott_Bay_Marina","winter","shallow",4,0.233,0.103,0.689074480107239,0.814295853134607,-0.125221373027368
"percent-cover, winter only","cover_crustose_coralline","Crustose coralline algae (CCA)","EBM_5_winter","Elliott_Bay_Marina","winter","shallow",5,0.467,0.084,2.26218109810815,0.512900634766603,1.74928046334155
"percent-cover, winter only","cover_crustose_coralline","Crustose coralline algae (CCA)","EBM_6_winter","Elliott_Bay_Marina","winter","shallow",6,0.2,0.196,0.467226110901981,2.28954613251484,-1.82232002161285
"percent-cover, winter only","combined_substrate_boulder","Boulder substrate","CP_1_winter","Centennial_Park","winter","deep",1,0,0.014,-0.868594912402531,-0.930930948985535,0.0623360365830037
"percent-cover, winter only","combined_substrate_boulder","Boulder substrate","CP_2_winter","Centennial_Park","winter","deep",2,0,0.004,-0.868594912402531,-0.980034999041915,0.111440086639384
"percent-cover, winter only","combined_substrate_boulder","Boulder substrate","CP_3_winter","Centennial_Park","winter","deep",3,0,0.005,-0.868594912402531,-0.975124594036277,0.106529681633746
"percent-cover, winter only","combined_substrate_boulder","Boulder substrate","CP_4_winter","Centennial_Park","winter","shallow",4,0,0.03,-0.868594912402531,-0.852364468895327,-0.016230443507204
"percent-cover, winter only","combined_substrate_boulder","Boulder substrate","CP_5_winter","Centennial_Park","winter","shallow",5,0,0.053,-0.868594912402531,-0.739425153765654,-0.129169758636878
"percent-cover, winter only","combined_substrate_boulder","Boulder substrate","CP_6_winter","Centennial_Park","winter","shallow",6,0,0.019,-0.868594912402531,-0.906378923957345,0.0377840115548139
"percent-cover, winter only","combined_substrate_boulder","Boulder substrate","EBM_1_winter","Elliott_Bay_Marina","winter","deep",1,0.5,0.326,0.33388996863466,0.601115412773517,-0.267225444138857
"percent-cover, winter only","combined_substrate_boulder","Boulder substrate","EBM_2_winter","Elliott_Bay_Marina","winter","deep",2,0.634,0.421,0.656155916752628,1.06760388830913,-0.411447971556498
"percent-cover, winter only","combined_substrate_boulder","Boulder substrate","EBM_3_winter","Elliott_Bay_Marina","winter","deep",3,0.367,0.286,0.0140289902787672,0.404699212547997,-0.39067022226923
"percent-cover, winter only","combined_substrate_boulder","Boulder substrate","EBM_4_winter","Elliott_Bay_Marina","winter","shallow",4,1,0.48,1.53637484967185,1.35731778364177,0.179057066030085
"percent-cover, winter only","combined_substrate_boulder","Boulder substrate","EBM_5_winter","Elliott_Bay_Marina","winter","shallow",5,0.9,0.524,1.29587787346441,1.57337560388984,-0.277497730425425
"percent-cover, winter only","combined_substrate_boulder","Boulder substrate","EBM_6_winter","Elliott_Bay_Marina","winter","shallow",6,0.933,0.281,1.37524187561287,0.380147187519808,0.995094688093061
"percent-cover, winter only","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","CP_1_winter","Centennial_Park","winter","deep",1,0,0.064,-0.586531561912583,1.18087911639539,-1.76741067830797
"percent-cover, winter only","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","CP_2_winter","Centennial_Park","winter","deep",2,0,0.033,-0.586531561912583,0.0309130658742247,-0.617444627786808
"percent-cover, winter only","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","CP_3_winter","Centennial_Park","winter","deep",3,0,0.039,-0.586531561912583,0.253487140168643,-0.840018702081226
"percent-cover, winter only","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","CP_4_winter","Centennial_Park","winter","shallow",4,0,0.056,-0.586531561912583,0.884113684002828,-1.47064524591541
"percent-cover, winter only","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","CP_5_winter","Centennial_Park","winter","shallow",5,0,0.081,-0.586531561912583,1.81150566022957,-2.39803722214215
"percent-cover, winter only","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","CP_6_winter","Centennial_Park","winter","shallow",6,0.067,0.056,0.694912394005126,0.884113684002828,-0.189201289997702
"percent-cover, winter only","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","EBM_1_winter","Elliott_Bay_Marina","winter","deep",1,0.067,0.013,0.694912394005126,-0.711000515107169,1.4059129091123
"percent-cover, winter only","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","EBM_2_winter","Elliott_Bay_Marina","winter","deep",2,0.067,0.008,0.694912394005126,-0.896478910352518,1.59139130435764
"percent-cover, winter only","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","EBM_3_winter","Elliott_Bay_Marina","winter","deep",3,0.167,0.024,2.60751531328529,-0.302948045567403,2.91046335885269
"percent-cover, winter only","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","EBM_4_winter","Elliott_Bay_Marina","winter","shallow",4,0,0.003,-0.586531561912583,-1.08195730559787,0.495425743685283
"percent-cover, winter only","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","EBM_5_winter","Elliott_Bay_Marina","winter","shallow",5,0,0.002,-0.586531561912583,-1.11905298464694,0.532521422734353
"percent-cover, winter only","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","EBM_6_winter","Elliott_Bay_Marina","winter","shallow",6,0,0.007,-0.586531561912583,-0.933574589401587,0.347043027489004
"percent-cover, winter only","combined_substrate_pebble","Pebble substrate","CP_1_winter","Centennial_Park","winter","deep",1,0.633,0.606,1.40659788394123,1.3247538757415,0.0818440081997289
"percent-cover, winter only","combined_substrate_pebble","Pebble substrate","CP_2_winter","Centennial_Park","winter","deep",2,0.567,0.583,1.15126313168786,1.24292037759811,-0.0916572459102543
"percent-cover, winter only","combined_substrate_pebble","Pebble substrate","CP_3_winter","Centennial_Park","winter","deep",3,0.6,0.751,1.27893050781455,1.84066071186286,-0.561730204048311
"percent-cover, winter only","combined_substrate_pebble","Pebble substrate","CP_4_winter","Centennial_Park","winter","shallow",4,0.467,0.394,0.76439229494033,0.57046250155028,0.19392979339005
"percent-cover, winter only","combined_substrate_pebble","Pebble substrate","CP_5_winter","Centennial_Park","winter","shallow",5,0.4,0.193,0.505188834319484,-0.144691112659323,0.649879946978807
"percent-cover, winter only","combined_substrate_pebble","Pebble substrate","CP_6_winter","Centennial_Park","winter","shallow",6,0.367,0.245,0.377521458192799,0.0403237527083358,0.337197705484463
"percent-cover, winter only","combined_substrate_pebble","Pebble substrate","EBM_1_winter","Elliott_Bay_Marina","winter","deep",1,0.067,0.021,-0.783091052049794,-0.756663359644654,-0.0264276924051396
"percent-cover, winter only","combined_substrate_pebble","Pebble substrate","EBM_2_winter","Elliott_Bay_Marina","winter","deep",2,0.033,0.002,-0.914627136543954,-0.824264945067452,-0.0903621914765019
"percent-cover, winter only","combined_substrate_pebble","Pebble substrate","EBM_3_winter","Elliott_Bay_Marina","winter","deep",3,0.066,0.007,-0.786959760417269,-0.806475054166716,0.0195152937494468
"percent-cover, winter only","combined_substrate_pebble","Pebble substrate","EBM_4_winter","Elliott_Bay_Marina","winter","shallow",4,0,0.002,-1.04229451267064,-0.824264945067452,-0.218029567603187
"percent-cover, winter only","combined_substrate_pebble","Pebble substrate","EBM_5_winter","Elliott_Bay_Marina","winter","shallow",5,0.033,0,-0.914627136543954,-0.831380901427747,-0.0832462351162074
"percent-cover, winter only","combined_substrate_pebble","Pebble substrate","EBM_6_winter","Elliott_Bay_Marina","winter","shallow",6,0,0,-1.04229451267064,-0.831380901427747,-0.210913611242893
"percent-cover, winter only","substrate_sand","Sand substrate","CP_1_winter","Centennial_Park","winter","deep",1,0.367,0.007,1.34631885733774,-0.631643407650031,1.97796226498777
"percent-cover, winter only","substrate_sand","Sand substrate","CP_2_winter","Centennial_Park","winter","deep",2,0.167,0.032,0.220084888146183,-0.333229199311434,0.553314087457617
"percent-cover, winter only","substrate_sand","Sand substrate","CP_3_winter","Centennial_Park","winter","deep",3,0,0.013,-0.720320476128766,-0.560023997648768,-0.160296478479999
"percent-cover, winter only","substrate_sand","Sand substrate","CP_4_winter","Centennial_Park","winter","shallow",4,0.367,0.205,1.34631885733774,1.73179712239166,-0.385478265053921
"percent-cover, winter only","substrate_sand","Sand substrate","CP_5_winter","Centennial_Park","winter","shallow",5,0.467,0.04,1.90943584193352,-0.237736652643083,2.1471724945766
"percent-cover, winter only","substrate_sand","Sand substrate","CP_6_winter","Centennial_Park","winter","shallow",6,0.167,0.266,0.220084888146183,2.45992779073784,-2.23984290259166
"percent-cover, winter only","substrate_sand","Sand substrate","EBM_1_winter","Elliott_Bay_Marina","winter","deep",1,0,0.045,-0.720320476128766,-0.178053810975363,-0.542266665153403
"percent-cover, winter only","substrate_sand","Sand substrate","EBM_2_winter","Elliott_Bay_Marina","winter","deep",2,0,0.023,-0.720320476128766,-0.440658314313329,-0.279662161815437
"percent-cover, winter only","substrate_sand","Sand substrate","EBM_3_winter","Elliott_Bay_Marina","winter","deep",3,0,0.013,-0.720320476128766,-0.560023997648768,-0.160296478479999
"percent-cover, winter only","substrate_sand","Sand substrate","EBM_4_winter","Elliott_Bay_Marina","winter","shallow",4,0,0.019,-0.720320476128766,-0.488404587647505,-0.231915888481262
"percent-cover, winter only","substrate_sand","Sand substrate","EBM_5_winter","Elliott_Bay_Marina","winter","shallow",5,0,0.026,-0.720320476128766,-0.404848609312697,-0.315471866816069
"percent-cover, winter only","substrate_sand","Sand substrate","EBM_6_winter","Elliott_Bay_Marina","winter","shallow",6,0,0.03,-0.720320476128766,-0.357102335978522,-0.363218140150245
"percent-cover, winter only","substrate_shell_hash","Shell hash substrate","CP_1_winter","Centennial_Park","winter","deep",1,0,0.005,-1.2030419152665,-0.189028648960862,-1.01401326630563
"percent-cover, winter only","substrate_shell_hash","Shell hash substrate","CP_2_winter","Centennial_Park","winter","deep",2,0.267,0.004,0.790001671348734,-0.287652291896965,1.0776539632457
"percent-cover, winter only","substrate_shell_hash","Shell hash substrate","CP_3_winter","Centennial_Park","winter","deep",3,0.4,0.008,1.78279117329565,0.106842279847444,1.6759488934482
"percent-cover, winter only","substrate_shell_hash","Shell hash substrate","CP_4_winter","Centennial_Park","winter","shallow",4,0.167,0.002,0.0435433992081979,-0.484899577769169,0.528442976977367
"percent-cover, winter only","substrate_shell_hash","Shell hash substrate","CP_5_winter","Centennial_Park","winter","shallow",5,0.133,0.005,-0.210252413319584,-0.189028648960862,-0.0212237643587219
"percent-cover, winter only","substrate_shell_hash","Shell hash substrate","CP_6_winter","Centennial_Park","winter","shallow",6,0.4,0.001,1.78279117329565,-0.583523220705271,2.36631439400092
"percent-cover, winter only","substrate_shell_hash","Shell hash substrate","EBM_1_winter","Elliott_Bay_Marina","winter","deep",1,0.133,0.001,-0.210252413319584,-0.583523220705271,0.373270807385687
"percent-cover, winter only","substrate_shell_hash","Shell hash substrate","EBM_2_winter","Elliott_Bay_Marina","winter","deep",2,0.133,0.004,-0.210252413319584,-0.287652291896965,0.0773998785773802
"percent-cover, winter only","substrate_shell_hash","Shell hash substrate","EBM_3_winter","Elliott_Bay_Marina","winter","deep",3,0.167,0.016,0.0435433992081979,0.895831423336261,-0.852288024128063
"percent-cover, winter only","substrate_shell_hash","Shell hash substrate","EBM_4_winter","Elliott_Bay_Marina","winter","shallow",4,0,0,-1.2030419152665,-0.682146863641373,-0.520895051625124
"percent-cover, winter only","substrate_shell_hash","Shell hash substrate","EBM_5_winter","Elliott_Bay_Marina","winter","shallow",5,0.067,0.001,-0.702914872932338,-0.583523220705271,-0.119391652227067
"percent-cover, winter only","substrate_shell_hash","Shell hash substrate","EBM_6_winter","Elliott_Bay_Marina","winter","shallow",6,0.067,0.036,-0.702914872932338,2.8683042820583,-3.57121915499064
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","CP_1_summer","Centennial_Park","summer","deep",1,10,20,-1.10002248115058,-0.511978726035248,-0.588043755115334
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","CP_2_summer","Centennial_Park","summer","deep",2,14,16,-0.805866051650705,-0.704723658189695,-0.10114239346101
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","CP_3_summer","Centennial_Park","summer","deep",3,18,34,-0.511709622150828,0.162628536505314,-0.674338158656142
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","CP_4_summer","Centennial_Park","summer","shallow",4,13,28,-0.879405159025674,-0.126488861726355,-0.752916297299319
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","CP_5_summer","Centennial_Park","summer","shallow",5,19,19,-0.438170514775859,-0.56016495907386,0.121994444298001
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","CP_6_summer","Centennial_Park","summer","shallow",6,23,10,-0.144014085275981,-0.993841056421365,0.849826971145383
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","CP_1_winter","Centennial_Park","winter","deep",1,34,37,0.664916095848681,0.307187235621149,0.357728860227532
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","CP_2_winter","Centennial_Park","winter","deep",2,40,41,1.1061507400985,0.499932167775595,0.606218572322901
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","CP_3_winter","Centennial_Park","winter","deep",3,24,22,-0.0704749779010121,-0.415606259958025,0.345131282057013
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","CP_4_winter","Centennial_Park","winter","shallow",4,27,31,0.150142344223896,0.0180698373894794,0.132072506834416
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","CP_5_winter","Centennial_Park","winter","shallow",5,40,55,1.1061507400985,1.17453943031616,-0.0683886902176616
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","CP_6_winter","Centennial_Park","winter","shallow",6,21,35,-0.29109230002592,0.210814769543926,-0.501907069569846
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","EBM_1_summer","Elliott_Bay_Marina","summer","deep",1,10,11,-1.10002248115058,-0.945654823382753,-0.154367657767829
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","EBM_2_summer","Elliott_Bay_Marina","summer","deep",2,33,8,0.591376988473711,-1.09021352249859,1.6815905109723
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","EBM_3_summer","Elliott_Bay_Marina","summer","deep",3,27,20,0.150142344223896,-0.511978726035248,0.662121070259144
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","EBM_4_summer","Elliott_Bay_Marina","summer","shallow",4,52,102,1.98862002859813,3.4392923831309,-1.45067235453278
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","EBM_5_summer","Elliott_Bay_Marina","summer","shallow",5,41,26,1.17968984747347,-0.222861327803579,1.40255117527704
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","EBM_6_summer","Elliott_Bay_Marina","summer","shallow",6,5,9,-1.46771801802543,-1.04202728945998,-0.425690728565453
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","EBM_1_winter","Elliott_Bay_Marina","winter","deep",1,16,17,-0.658787836900766,-0.656537425151083,-0.00225041174968321
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","EBM_2_winter","Elliott_Bay_Marina","winter","deep",2,12,34,-0.952944266400644,0.162628536505314,-1.11557280290596
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","EBM_3_winter","Elliott_Bay_Marina","winter","deep",3,17,21,-0.585248729525797,-0.463792492996637,-0.12145623652916
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","EBM_4_winter","Elliott_Bay_Marina","winter","shallow",4,57,65,2.35631556547297,1.65640176070227,0.6999138047707
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","EBM_5_winter","Elliott_Bay_Marina","winter","shallow",5,16,40,-0.658787836900766,0.451745934736984,-1.11053377163775
"abundance, all seasons","ochre_mottled_star","Ochre/mottled star","EBM_6_winter","Elliott_Bay_Marina","winter","shallow",6,30,34,0.370759666348804,0.162628536505314,0.208131129843489
"abundance, all seasons","cancer_crab","Rock crab","CP_1_summer","Centennial_Park","summer","deep",1,1,1,-0.193223591095164,-0.212194275245479,0.0189706841503153
"abundance, all seasons","cancer_crab","Rock crab","CP_2_summer","Centennial_Park","summer","deep",2,2,3,-0.113269001676475,-0.136184385605307,0.0229153839288322
"abundance, all seasons","cancer_crab","Rock crab","CP_3_summer","Centennial_Park","summer","deep",3,1,3,-0.193223591095164,-0.136184385605307,-0.0570392054898562
"abundance, all seasons","cancer_crab","Rock crab","CP_4_summer","Centennial_Park","summer","shallow",4,3,2,-0.0333144122577868,-0.174189330425393,0.140874918167606
"abundance, all seasons","cancer_crab","Rock crab","CP_5_summer","Centennial_Park","summer","shallow",5,2,2,-0.113269001676475,-0.174189330425393,0.0609203287489179
"abundance, all seasons","cancer_crab","Rock crab","CP_6_summer","Centennial_Park","summer","shallow",6,1,2,-0.193223591095164,-0.174189330425393,-0.0190342606697705
"abundance, all seasons","cancer_crab","Rock crab","CP_1_winter","Centennial_Park","winter","deep",1,62,130,4.68400636344483,4.69044360654559,-0.00643724310075822
"abundance, all seasons","cancer_crab","Rock crab","CP_2_winter","Centennial_Park","winter","deep",2,0,2,-0.273178180513852,-0.174189330425393,-0.0989888500884589
"abundance, all seasons","cancer_crab","Rock crab","CP_3_winter","Centennial_Park","winter","deep",3,0,0,-0.273178180513852,-0.250199220065565,-0.0229789604482873
"abundance, all seasons","cancer_crab","Rock crab","CP_4_winter","Centennial_Park","winter","shallow",4,1,1,-0.193223591095164,-0.212194275245479,0.0189706841503153
"abundance, all seasons","cancer_crab","Rock crab","CP_5_winter","Centennial_Park","winter","shallow",5,1,2,-0.193223591095164,-0.174189330425393,-0.0190342606697705
"abundance, all seasons","cancer_crab","Rock crab","CP_6_winter","Centennial_Park","winter","shallow",6,0,3,-0.273178180513852,-0.136184385605307,-0.136993794908545
"abundance, all seasons","cancer_crab","Rock crab","EBM_1_summer","Elliott_Bay_Marina","summer","deep",1,2,0,-0.113269001676475,-0.250199220065565,0.13693021838909
