"key","SU","site","transect","depth","depth_site_span","depth_transect_span","altitude","GPS_x","GPS_y","img_name","cup_SI","anem_SI","bivalve_SI","CaCuc_MS","crab_MS","CucEmb_SI","encru_SI","gastro_MS","HydBry_SI","KelpBry_SI","scallop_SI","SponSol_SI","SStar_MS","TunSol_SI","urchin_MS","shell_SU","SS_SU","bould_SU","cob_SU","concr_SU","lgshell_SU","peb_SU","reef_SU","wood_SU","anth_SU","fish_MS","glass_SU","metal_SU","poly_SU","UNIdent","X3rib_KE","X5rib_KE","art_CA","branch_RE","broad_KE","bullBL_KE","bullST_KE","bushy_RE","cabb_KE","coland_KE","cord_KE","crust_CA","DiRet_KE","feath_KE","filam_BR","filam_RE","FlatAci_BR","fucus_BR","giant_KE","holdfas_BR","LaEph_KE","LaLoSi_KE","leaf_RE","palm_KE","ribbn_KE","sargass_BR","senes_AL","senes_RE","split_KE","stalk_KE","strap_KE","StriAci_BR","sugar_KE","ulva_GR","undaria_BR","unk_BR","unk_RE","eel_SG","surf_SG"
"2_2",241,2,2,9.20496,4.63296,1.88976,0.890222222,NA,NA,"2022_9_29_11-59-23_248.jpg",0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,62,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"2_2",263,2,2,8.59536,4.63296,1.88976,1.173444444,NA,NA,"2022_9_29_11-59-23_408.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,4,0,0,0,0,0,0,0,32,0,0,0,0,0,2,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
"2_2",245,2,2,9.38784,4.63296,1.88976,0.926,NA,NA,"2022_9_29_11-59-23_280.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"2_2",267,2,2,8.9916,4.63296,1.88976,0.476888889,NA,NA,"2022_9_29_11-59-23_48.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_2",233,2,2,9.08304,4.63296,1.88976,1.053222222,NA,NA,"2022_9_29_11-59-23_192.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,14,0,8,0,0,34,32,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_2",246,2,2,9.38784,4.63296,1.88976,1.128444444,NA,NA,"2022_9_29_11-59-23_288.jpg",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,12,0,0,0,28,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"2_2",223,2,2,9.17448,4.63296,1.88976,0.507444444,NA,NA,"2022_9_29_11-59-23_120.jpg",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,54,0,8,0,0,2,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"2_2",244,2,2,9.26592,4.63296,1.88976,0.676,NA,NA,"2022_9_29_11-59-23_272.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,28,0,8,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"2_2",260,2,2,9.23544,4.63296,1.88976,0.4736,NA,NA,"2022_9_29_11-59-23_392.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,20,10,0,0,12,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_2",254,2,2,9.54024,4.63296,1.88976,0.827666667,NA,NA,"2022_9_29_11-59-23_344.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,4,0,0,8,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,48,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"2_2",250,2,2,9.02208,4.63296,1.88976,0.899777778,NA,NA,"2022_9_29_11-59-23_32.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"2_2",253,2,2,9.26592,4.63296,1.88976,0.526666667,NA,NA,"2022_9_29_11-59-23_336.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,36,2,0,0,4,0,0,0,0,0,0,0,8,0,0,0,2,0,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_2",255,2,2,9.41832,4.63296,1.88976,0.898,NA,NA,"2022_9_29_11-59-23_352.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,6,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,34,0,0
"2_2",238,2,2,9.26592,4.63296,1.88976,0.758111111,NA,NA,"2022_9_29_11-59-23_232.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"2_2",268,2,2,8.9916,4.63296,1.88976,1.264,NA,NA,"2022_9_29_11-59-23_56.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,36,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"2_2",247,2,2,9.38784,4.63296,1.88976,0.612666667,NA,NA,"2022_9_29_11-59-23_296.jpg",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,18,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,50,0,2,0,0,4,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0
"2_2",270,2,2,9.08304,4.63296,1.88976,1.091,NA,NA,"2022_9_29_11-59-23_72.jpg",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,72,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"2_2",226,2,2,9.05256,4.63296,1.88976,11.28154545,NA,NA,"2022_9_29_11-59-23_144.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,14,24,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"2_2",227,2,2,9.02208,4.63296,1.88976,0.563222222,NA,NA,"2022_9_29_11-59-23_152.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,0,0,2,30,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_2",251,2,2,9.02208,4.63296,1.88976,1.251888889,NA,NA,"2022_9_29_11-59-23_320.jpg",0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,4,18,6,0,0,4,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,42,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"2_2",266,2,2,7.65048,4.63296,1.88976,2.161,NA,NA,"2022_9_29_11-59-23_432.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"2_2",220,2,2,9.35736,4.63296,1.88976,1.081888889,NA,NA,"2022_9_29_11-59-23_0.jpg",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_2",256,2,2,9.4488,4.63296,1.88976,0.968444444,NA,NA,"2022_9_29_11-59-23_360.jpg",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,52,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_2",234,2,2,9.20496,4.63296,1.88976,1.005888889,NA,NA,"2022_9_29_11-59-23_200.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,6,26,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_1",301,3,1,4.35864,10.3632,6.91896,1.0474,47.62717375,-122.3915892,"2022_9_29_10-12-09_304.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,3,0,0,0,18,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,14,0,1,0,0,21,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0
"3_1",325,3,1,4.45008,10.3632,6.91896,1.0824375,47.62719293,-122.391798,"2022_9_29_10-12-09_472.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,23,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,0,6,0,8,0,0,3,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,11,11,0,0,0,0,0
"3_1",297,3,1,5.27304,10.3632,6.91896,1.361666667,47.62715255,-122.3915646,"2022_9_29_10-12-09_272.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,45,0,0,0
"3_1",324,3,1,4.2672,10.3632,6.91896,0.948666667,47.62719488,-122.391787,"2022_9_29_10-12-09_464.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,28,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,11,6,0,0,9,0,0
"3_1",290,3,1,5.66928,10.3632,6.91896,4.5838,47.62710939,-122.3914995,"2022_9_29_10-12-09_216.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,7,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,51,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_1",327,3,1,5.1816,10.3632,6.91896,4.596466667,47.62719174,-122.3918039,"2022_9_29_10-12-09_480.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,8,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,1,0,9,7,0,0
"3_1",334,3,1,5.51688,10.3632,6.91896,1.1434,47.62715548,-122.3918939,"2022_9_29_10-12-09_544.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,2,0,0,0,4,0,20,0,11,0,0,1,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,10,0,2,4,0,0
"3_1",296,3,1,5.51688,10.3632,6.91896,1.721933333,47.62714574,-122.3915587,"2022_9_29_10-12-09_264.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,43,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"3_1",345,3,1,7.52856,10.3632,6.91896,2.240857143,47.62709828,-122.3919769,"2022_9_29_10-12-09_624.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,0,6,10,0,0,5,0,6,0,0,0,5,0,0,0,1,0,0,8,0,0,0,1,0,0,0,0,0,7,1,0,0,0,0,0
"3_1",280,3,1,7.0104,10.3632,6.91896,0.857866667,47.62706949,-122.3913939,"2022_9_29_10-12-09_136.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,72,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_1",359,3,1,7.80288,10.3632,6.91896,1.393066667,47.6271097,-122.3921066,"2022_9_29_10-12-09_720.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,44,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_1",286,3,1,6.4008,10.3632,6.91896,1.058333333,47.62709309,-122.3914592,"2022_9_29_10-12-09_184.jpg",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3_1",332,3,1,4.93776,10.3632,6.91896,1.8386,47.62716675,-122.3918746,"2022_9_29_10-12-09_528.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,69,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
"3_1",335,3,1,5.7912,10.3632,6.91896,0.898933333,47.62714857,-122.3918975,"2022_9_29_10-12-09_552.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4,0,16,0,21,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,9,0,5,1,0,0
"3_1",319,3,1,4.23672,10.3632,6.91896,1.306933333,47.62719736,-122.3917298,"2022_9_29_10-12-09_424.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,89,0,0,1,0,0
"3_1",355,3,1,7.83336,10.3632,6.91896,1.5212,47.6271009,-122.3920796,"2022_9_29_10-12-09_696.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"3_1",348,3,1,8.01624,10.3632,6.91896,1.5678,47.62709844,-122.3919977,"2022_9_29_10-12-09_640.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,17,0,37,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_1",300,3,1,4.32816,10.3632,6.91896,0.815333333,47.62716984,-122.3915835,"2022_9_29_10-12-09_296.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,1,13,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,18,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,16,0,0,0
"3_1",289,3,1,5.82168,10.3632,6.91896,1.699533333,47.6271031,-122.3914874,"2022_9_29_10-12-09_208.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,8,3,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_1",329,3,1,4.99872,10.3632,6.91896,0.8038,47.62718651,-122.3918266,"2022_9_29_10-12-09_496.jpg",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,2,0,0,0,17,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,8,0,8,0,0,1,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,19,8,0,2,1,0,0
"3_1",356,3,1,8.10768,10.3632,6.91896,1.280533333,47.62710493,-122.392091,"2022_9_29_10-12-09_704.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,29,1,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"3_1",308,3,1,3.32232,10.3632,6.91896,0.9596,47.62719583,-122.3916296,"2022_9_29_10-12-09_344.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,21,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,20,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0
"3_1",364,3,1,8.382,10.3632,6.91896,1.004466667,47.62703365,-122.3913244,"2022_9_29_10-12-09_80.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,36,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_1",275,3,1,9.4488,10.3632,6.91896,1.011333333,47.62698,-122.39122,"2022_9_29_10-12-09_0.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,4,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
"3_1",341,3,1,6.43128,10.3632,6.91896,1.7560625,47.6271165,-122.3919365,"2022_9_29_10-12-09_592.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,4,0,0,0,0,10,0,0,0,0,0,0,14,0,1,0,3,0,2,1,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21,1,0,8,1,0,0
"3_1",326,3,1,8.9916,10.3632,6.91896,1.385866667,47.62701077,-122.3912797,"2022_9_29_10-12-09_48.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,50,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0
"3_1",328,3,1,5.0292,10.3632,6.91896,0.830733333,47.62718882,-122.3918172,"2022_9_29_10-12-09_488.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,0,0,4,10,0,0,0,0,0,0,19,0,3,0,0,0
"3_1",298,3,1,4.60248,10.3632,6.91896,0.896866667,47.62715771,-122.391569,"2022_9_29_10-12-09_280.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,32,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_1",342,3,1,6.61416,10.3632,6.91896,1.156133333,47.62711333,-122.3919483,"2022_9_29_10-12-09_600.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,17,0,0,0,2,0,1,1,2,0,1,0,1,0,0,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0
"3_1",322,3,1,3.87096,10.3632,6.91896,1.198466667,47.62719725,-122.3917656,"2022_9_29_10-12-09_448.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
"3_1",282,3,1,7.3152,10.3632,6.91896,1.267666667,47.62707171,-122.3914153,"2022_9_29_10-12-09_152.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,0,0,0,0,0,0,1,0,0,0,34,0,0,0,3,0,0,0,0,0,10,0,5,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_1",299,3,1,4.63296,10.3632,6.91896,1.0604,47.62716401,-122.3915749,"2022_9_29_10-12-09_288.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"3_1",318,3,1,3.93192,10.3632,6.91896,1.432466667,47.62720083,-122.3917166,"2022_9_29_10-12-09_416.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,88,0,0,0,0,0
"3_1",317,3,1,3.32232,10.3632,6.91896,1.788466667,47.62720402,-122.3917047,"2022_9_29_10-12-09_408.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0
"3_1",292,3,1,5.334,10.3632,6.91896,0.9408,47.62712269,-122.3915156,"2022_9_29_10-12-09_232.jpg",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,0,29,0,0,0,0,0,0,10,0,24,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"3_1",337,3,1,5.76072,10.3632,6.91896,1.0662,47.62714265,-122.3919011,"2022_9_29_10-12-09_560.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,0,0,0,11,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,39,0,1,0,0,3,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0
"3_1",336,3,1,9.05256,10.3632,6.91896,0.903133333,47.62701556,-122.3912893,"2022_9_29_10-12-09_56.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,60,0,5,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"3_1",312,3,1,2.52984,10.3632,6.91896,0.991866667,47.6272145,-122.3916682,"2022_9_29_10-12-09_376.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,60,0,0,0,0,0
"3_1",347,3,1,9.05256,10.3632,6.91896,0.7871875,47.62702209,-122.3913021,"2022_9_29_10-12-09_64.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,53,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0
"3_1",343,3,1,6.67512,10.3632,6.91896,1.247933333,47.62710265,-122.3919586,"2022_9_29_10-12-09_608.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,10,4,0,8,0,8,0,0,3,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
"3_1",350,3,1,7.9248,10.3632,6.91896,1.266533333,47.62710274,-122.3920236,"2022_9_29_10-12-09_656.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,40,0,0,0,0,0,0,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_1",338,3,1,5.97408,10.3632,6.91896,1.843466667,47.62713271,-122.3919083,"2022_9_29_10-12-09_568.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,2,0,0,1,19,0,0,0,0,0,0,17,0,0,0,1,0,0,1,0,0,29,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"3_1",276,3,1,7.7724,10.3632,6.91896,1.398333333,47.62704896,-122.3913539,"2022_9_29_10-12-09_104.jpg",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,34,0,8,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
