"location","img_name","key","site","transect","depth","depth_site_span","depth_transect_span","altitude","GPS_x","GPS_y","richness","Shannon","Simpson","Pielou","cup_SI","anem_SI","bivalve_SI","CaCuc_MS","crab_MS","CucEmb_SI","encru_SI","gastro_MS","HydBry_SI","KelpBry_SI","scallop_SI","SponSol_SI","SStar_MS","TunSol_SI","urchin_MS","shell_SU","SS_SU","bould_SU","cob_SU","concr_SU","lgshell_SU","peb_SU","reef_SU","wood_SU","anth_SU","fish_MS","glass_SU","metal_SU","poly_SU","UNIdent","X3rib_KE","X5rib_KE","art_CA","branch_RE","broad_KE","bullBL_KE","bullST_KE","bushy_RE","cabb_KE","coland_KE","cord_KE","crust_CA","DiRet_KE","feath_KE","filam_BR","filam_RE","FlatAci_BR","fucus_BR","giant_KE","holdfas_BR","LaEph_KE","LaLoSi_KE","leaf_RE","palm_KE","ribbn_KE","sargass_BR","senes_AL","senes_RE","split_KE","stalk_KE","strap_KE","StriAci_BR","sugar_KE","ulva_GR","undaria_BR","unk_BR","unk_RE","eel_SG","surf_SG","AN_large","AN_plumose","CL_siphon","CR_cancer","CR_kelp","CR_sharp","CU_burrow","CU_cali","fish_gunn","fish_sculp","GR_kelp","GR_lingcod","GR_painted","RF_brown","RF_copper","SP_stripe","SP_kelp","SP_pile","SP_shiner","SS_blood","SS_leather","SS_ochre"
"Elliott_Bay_Marina","2022_9_29_11-41-39_240.jpg","2_1","2","1",11.06424,4.63296,3.41376,0.691,47.62712528,-122.3933657,7,1.497955877723,0.7328,0.769797042504873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,1,0,0,30,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-41-39_136.jpg","2_1","2","1",11.1252,4.63296,3.41376,1.074,47.62707907,-122.3932157,15,2.32466903501689,0.884815214194687,0.858429077153269,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,16,0,13,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,15,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Elliott_Bay_Marina","2022_9_29_11-41-39_256.jpg","2_1","2","1",10.5156,4.63296,3.41376,1.002111111,47.6271435,-122.3933919,7,1.56189811659067,0.764434859327517,0.802656853066381,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,17,0,0,0,0,3,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Elliott_Bay_Marina","2022_9_29_11-41-39_416.jpg","2_1","2","1",10.42416,4.63296,3.41376,0.746444444,47.62720855,-122.3936151,8,1.21729880269914,0.5868,0.585396981978043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,1,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-41-39_224.jpg","2_1","2","1",11.18616,4.63296,3.41376,1.047777778,47.62711117,-122.3933463,6,1.37882656755795,0.6976,0.769537759525275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36,0,7,0,0,6,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-41-39_208.jpg","2_1","2","1",11.36904,4.63296,3.41376,0.881444444,47.62710427,-122.3933243,10,1.88715614210556,0.825017155180865,0.819581499006276,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,17,0,3,0,0,14,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Elliott_Bay_Marina","2022_9_29_11-41-39_80.jpg","2_1","2","1",11.8872,4.63296,3.41376,0.962222222,47.62706758,-122.3931265,9,1.9694680918951,0.838,0.896343556416415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,3,0,0,12,0,0,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,29,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-41-39_120.jpg","2_1","2","1",11.55192,4.63296,3.41376,0.745222222,47.62707549,-122.3931878,10,1.83826688569412,0.802,0.798349164722432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,0,1,0,0,8,0,0,0,0,0,0,0,33,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-41-39_336.jpg","2_1","2","1",10.2108,4.63296,3.41376,1.069444444,47.62718264,-122.3935038,10,1.26332242825733,0.537790412704637,0.548653959456777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,6,0,3,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,67,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-41-39_88.jpg","2_1","2","1",11.8872,4.63296,3.41376,0.865444444,47.62706926,-122.3931394,8,1.7639780589305,0.8032,0.848294132618658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,3,3,0,0,18,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-41-39_40.jpg","2_1","2","1",12.13104,4.63296,3.41376,1.143444444,47.62706097,-122.3930762,7,1.33476140687019,0.6656,0.685931674449706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-41-39_440.jpg","2_1","2","1",9.99744,4.63296,3.41376,0.778222222,47.62721873,-122.3936361,5,0.384440439220533,0.1518,0.238866275145158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-41-39_432.jpg","2_1","2","1",10.27176,4.63296,3.41376,0.850111111,47.62720924,-122.3936392,10,1.48455904125897,0.671894912263504,0.644735799678352,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,25,5,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Elliott_Bay_Marina","2022_9_29_11-41-39_152.jpg","2_1","2","1",11.24712,4.63296,3.41376,1.087222222,47.62708181,-122.393236,14,2.19196008964872,0.8594,0.830584491307084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,2,0,0,1,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,14,0,1,0,0,8,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-41-39_184.jpg","2_1","2","1",11.39952,4.63296,3.41376,1.190444444,47.62708996,-122.3932817,7,1.23152961927669,0.5698,0.632881029925543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-41-39_264.jpg","2_1","2","1",10.5156,4.63296,3.41376,1.035777778,47.62714976,-122.3934069,14,2.01305037970005,0.7976,0.762791454778107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,38,0,4,0,1,10,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-41-39_312.jpg","2_1","2","1",10.18032,4.63296,3.41376,0.928,47.62717375,-122.3934684,11,1.77388178925442,0.7618,0.739766164676691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,20,2,0,0,1,6,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-41-39_360.jpg","2_1","2","1",10.57656,4.63296,3.41376,1.063111111,47.62718354,-122.3935364,8,1.56647039926851,0.7416,0.753313025574677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-41-39_0.jpg","2_1","2","1",12.25296,4.63296,3.41376,1.009111111,47.6270751,-122.3930206,5,1.14020419179558,0.6112,0.708448696893902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-41-39_344.jpg","2_1","2","1",10.63752,4.63296,3.41376,0.885666667,47.62717916,-122.3935175,8,1.46280291352965,0.688,0.703459503049049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,2,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-59-23_416.jpg","2_2","2","2",8.29056,4.63296,1.88976,1.429333333,0,0,9,1.24363493793699,0.5208,0.566002652056942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,8,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,68,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-59-23_424.jpg","2_2","2","2",8.04672,4.63296,1.88976,1.980444444,0,0,5,1.11987680455711,0.5896,0.695818581074317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-59-23_216.jpg","2_2","2","2",9.23544,4.63296,1.88976,0.696222222,0,0,6,1.244297603879,0.632,0.694455715317122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-59-23_96.jpg","2_2","2","2",9.26592,4.63296,1.88976,0.662444444,0,0,8,1.57318945736597,0.744240760709734,0.756544209506893,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Elliott_Bay_Marina","2022_9_29_11-59-23_304.jpg","2_2","2","2",9.08304,4.63296,1.88976,1.311777778,0,0,11,1.81310731736146,0.795271049596309,0.756124480468049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,0,0,0,0,0,2,0,0,0,2,0,14,0,2,0,0,0,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-59-23_24.jpg","2_2","2","2",9.05256,4.63296,1.88976,0.852888889,0,0,4,0.933111337465492,0.5304,0.673097549579367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-59-23_208.jpg","2_2","2","2",9.11352,4.63296,1.88976,0.628333333,0,0,9,1.82283270348634,0.78,0.829606915145759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,40,0,8,0,0,4,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-59-23_256.jpg","2_2","2","2",9.20496,4.63296,1.88976,0.678,0,0,10,1.83911237497004,0.7808,0.798716356049473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,26,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,36,0,0,0,0,4,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-59-23_264.jpg","2_2","2","2",9.20496,4.63296,1.88976,0.921555556,0,0,7,1.11769700900968,0.545044603470248,0.574382640201702,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,64,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-59-23_64.jpg","2_2","2","2",9.08304,4.63296,1.88976,1.031555556,0,0,10,1.63861445472601,0.746828143021915,0.71164121565441,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,34,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Elliott_Bay_Marina","2022_9_29_11-59-23_104.jpg","2_2","2","2",9.20496,4.63296,1.88976,0.830111111,0,0,6,1.43028507835597,0.7304,0.798257301228153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-59-23_224.jpg","2_2","2","2",9.20496,4.63296,1.88976,0.715111111,0,0,9,1.6285373575666,0.728556023919224,0.741179292442169,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,12,0,0,2,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Elliott_Bay_Marina","2022_9_29_11-59-23_128.jpg","2_2","2","2",9.11352,4.63296,1.88976,0.964333333,0,0,10,1.73393338426732,0.7152,0.753037700775129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,50,0,2,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-59-23_176.jpg","2_2","2","2",9.02208,4.63296,1.88976,0.916333333,0,0,7,1.54074695687268,0.7248,0.791787307148108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-59-23_312.jpg","2_2","2","2",9.05256,4.63296,1.88976,1.112444444,0,0,7,1.25766605613463,0.5952,0.646312501502286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-59-23_112.jpg","2_2","2","2",9.17448,4.63296,1.88976,0.982555556,0,0,9,1.6085377697923,0.7312,0.732077087787902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,40,0,6,0,0,2,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-59-23_376.jpg","2_2","2","2",9.35736,4.63296,1.88976,0.969666667,0,0,7,1.58009567995658,0.7448,0.812008550715291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,6,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-59-23_8.jpg","2_2","2","2",9.35736,4.63296,1.88976,0.994333333,0,0,6,1.18065956364539,0.610136261150867,0.658938648809853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Elliott_Bay_Marina","2022_9_29_11-59-23_384.jpg","2_2","2","2",9.35736,4.63296,1.88976,0.530555556,0,0,8,1.59364844047262,0.7224,0.766382900663428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,4,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-59-23_328.jpg","2_2","2","2",9.26592,4.63296,1.88976,0.942333333,0,0,14,2.14600418899262,0.832877745310585,0.813170735213048,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,6,14,6,0,2,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,34,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-59-23_80.jpg","2_2","2","2",9.08304,4.63296,1.88976,1.008222222,0,0,5,1.03909917891529,0.591314577002255,0.645628620332276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Elliott_Bay_Marina","2022_9_29_11-59-23_240.jpg","2_2","2","2",9.35736,4.63296,1.88976,0.783444444,0,0,9,0.933074381079922,0.399269511726259,0.424660451509752,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,12,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Elliott_Bay_Marina","2022_9_29_11-59-23_136.jpg","2_2","2","2",8.96112,4.63296,1.88976,1.239444444,0,0,8,1.47310372458494,0.6608,0.708413146057919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,54,0,6,0,0,0,18,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-59-23_168.jpg","2_2","2","2",8.86968,4.63296,1.88976,1.020888889,0,0,8,1.37335349455206,0.681468665897732,0.660443425325926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,34,44,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Elliott_Bay_Marina","2022_9_29_11-59-23_40.jpg","2_2","2","2",8.9916,4.63296,1.88976,0.809888889,0,0,8,1.32048728919419,0.655324875048058,0.635020154559124,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,48,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-59-23_368.jpg","2_2","2","2",9.35736,4.63296,1.88976,0.998888889,0,0,4,0.915847263601217,0.5056,0.660644152704602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_9_29_11-59-23_248.jpg","2_2","2","2",9.20496,4.63296,1.88976,0.890222222,0,0,11,1.38162205852532,0.588961866483678,0.576181151111303,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,62,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Elliott_Bay_Marina","2022_9_29_11-59-23_408.jpg","2_2","2","2",8.59536,4.63296,1.88976,1.173444444,0,0,7,1.55339612080836,0.7504,0.798287691527017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,4,0,0,0,0,0,0,0,32,0,0,0,0,0,2,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
