"key","site","transect","richness","Shannon","Simpson","img_name","cup_SI","anem_SI","bivalve_SI","CaCuc_MS","crab_MS","CucEmb_SI","encru_SI","gastro_MS","HydBry_SI","KelpBry_SI","scallop_SI","SponSol_SI","SStar_MS","TunSol_SI","urchin_MS","shell_SU","SS_SU","bould_SU","cob_SU","concr_SU","lgshell_SU","peb_SU","reef_SU","wood_SU","anth_SU","fish_MS","glass_SU","metal_SU","poly_SU","UNIdent","X3rib_KE","X5rib_KE","art_CA","branch_RE","broad_KE","bullBL_KE","bullST_KE","bushy_RE","cabb_KE","coland_KE","cord_KE","crust_CA","DiRet_KE","feath_KE","filam_BR","filam_RE","FlatAci_BR","fucus_BR","giant_KE","holdfas_BR","LaEph_KE","LaLoSi_KE","leaf_RE","palm_KE","ribbn_KE","sargass_BR","senes_AL","senes_RE","split_KE","stalk_KE","strap_KE","StriAci_BR","sugar_KE","ulva_GR","undaria_BR","unk_BR","unk_RE","eel_SG","surf_SG"
"2_2","2","2",6,1.28851848088123,0.6688,"2022_9_29_11-59-23_168.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.02,0,0,0.34,0.44,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_2","2","2",7,1.60818195696891,0.7472,"2022_9_29_11-59-23_392.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.02,0.2,0.1,0,0,0.12,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_2","2","2",7,1.58452848303248,0.7504,"2022_9_29_11-59-23_192.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.14,0,0.08,0,0,0.34,0.32,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_2","2","2",9,1.73706738014682,0.7872,"2022_9_29_11-59-23_304.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.02,0,0,0,0,0,0,0.02,0,0,0,0.02,0,0.14,0,0.02,0,0,0,0,0,0.26,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0
"2_2","2","2",6,1.244297603879,0.632,"2022_9_29_11-59-23_216.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.04,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0.22,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_2","2","2",9,1.64649670401571,0.7464,"2022_9_29_11-59-23_184.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.08,0.1,0.02,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0.06,0.32,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_2","2","2",9,1.6085377697923,0.7312,"2022_9_29_11-59-23_112.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.06,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0.4,0,0.06,0,0,0.02,0.02,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_2","2","2",8,1.47310372458494,0.6608,"2022_9_29_11-59-23_136.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.54,0,0.06,0,0,0,0.18,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.06,0.02,0,0,0,0,0
"2_2","2","2",7,1.25766605613463,0.5952,"2022_9_29_11-59-23_312.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0.12,0,0.02,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0
"2_2","2","2",8,1.55908466025866,0.7368,"2022_9_29_11-59-23_64.jpg",0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0.34,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0.16,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
"2_2","2","2",6,1.14461534490756,0.5344,"2022_9_29_11-59-23_432.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0.04,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0
"2_2","2","2",5,0.690073624520936,0.3168,"2022_9_29_11-59-23_280.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0
"2_2","2","2",10,1.75968482492794,0.7312,"2022_9_29_11-59-23_344.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.08,0.1,0.04,0,0,0.08,0,0,0,0,0,0,0,0.1,0,0.04,0,0,0,0,0,0,0,0.48,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0
"2_2","2","2",8,1.58872119512069,0.7232,"2022_9_29_11-59-23_224.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.18,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0.12,0,0,0.02,0.12,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_2","2","2",12,1.71979941998856,0.7048,"2022_9_29_11-59-23_296.jpg",0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0.18,0.02,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.5,0,0.02,0,0,0.04,0.06,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.06,0,0,0.02,0,0,0
"2_2","2","2",12,2.05564658638517,0.8232,"2022_9_29_11-59-23_328.jpg",0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.14,0.06,0.14,0.06,0,0.02,0.04,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.34,0,0.02,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0
"2_2","2","2",7,1.54074695687268,0.7248,"2022_9_29_11-59-23_176.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.08,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.02,0,0,0
"2_2","2","2",7,0.839433785139655,0.3752,"2022_9_29_11-59-23_240.jpg",0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0.12,0,0,0,0.02,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_2","2","2",8,1.91673763533979,0.8352,"2022_9_29_11-59-23_144.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.06,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0.14,0.24,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0
"2_2","2","2",7,1.47058649689403,0.6904,"2022_9_29_11-59-23_400.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0.02,0,0,0,0.02,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0
"2_2","2","2",5,1.11987680455711,0.5896,"2022_9_29_11-59-23_424.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.04,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0.02,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_2","2","2",9,1.82591911658102,0.7944,"2022_9_29_11-59-23_352.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.1,0.06,0.02,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.34,0,0
"2_2","2","2",10,1.83911237497004,0.7808,"2022_9_29_11-59-23_256.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.26,0.04,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.02,0,0,0,0.36,0,0,0,0,0.04,0.1,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_2","2","2",6,1.2121794179055,0.6352,"2022_9_29_11-59-23_16.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.38,0.08,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_2","2","2",7,1.55339612080836,0.7504,"2022_9_29_11-59-23_408.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.1,0,0,0.04,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0.02,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0
"2_2","2","2",7,1.36956783014499,0.66,"2022_9_29_11-59-23_0.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.04,0.04,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.04,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_2","2","2",7,1.58219631195074,0.7712,"2022_9_29_11-59-23_152.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.02,0,0,0.02,0.3,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_2","2","2",9,1.61000783763185,0.7344,"2022_9_29_11-59-23_56.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.04,0,0,0,0.36,0,0,0,0,0.04,0.02,0,0,0,0,0,0,0.02,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
"2_2","2","2",4,0.933111337465492,0.5304,"2022_9_29_11-59-23_24.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.08,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_2","2","2",7,1.69204252917771,0.7912,"2022_9_29_11-59-23_288.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.12,0,0,0,0.28,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0
"2_2","2","2",4,0.915847263601217,0.5056,"2022_9_29_11-59-23_368.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0
"2_2","2","2",9,1.82283270348634,0.78,"2022_9_29_11-59-23_208.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.16,0.02,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.4,0,0.08,0,0,0.04,0.12,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_2","2","2",10,1.33933674308899,0.5808,"2022_9_29_11-59-23_248.jpg",0,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.16,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0,0,0,0.62,0,0.08,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0
"3_1","3","1",8,1.91794676565859,0.8368,"2022_9_29_10-12-09_168.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.13,0,0,0,0,0,0,0,0,0,0,0.18,0,0.07,0,0,0,0,0,0,0,0.26,0,0.11,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0
"3_1","3","1",8,1.38529887126748,0.6576,"2022_9_29_10-12-09_240.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0.12,0,0,0,0.02,0,0.02,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0
"3_1","3","1",12,2.24066513076853,0.876,"2022_9_29_10-12-09_616.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.06,0,0,0,0.06,0.1,0,0,0.13,0,0.03,0,0,0,0.01,0,0,0,0.02,0,0,0.09,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0
"3_1","3","1",6,1.25771431845908,0.688,"2022_9_29_10-12-09_368.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.28,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0
"3_1","3","1",12,2.08694215497262,0.8504,"2022_9_29_10-12-09_304.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.08,0.03,0,0,0,0.18,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.14,0,0.01,0,0,0.21,0.02,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.02,0,0.06,0,0,0
"3_1","3","1",13,2.28632226332636,0.8784,"2022_9_29_10-12-09_328.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.12,0,0,0,0,0,0,0.22,0,0.01,0,0,0,0,0,0,0,0.11,0,0.08,0,0,0.03,0.04,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.08,0.02,0,0.04,0.02,0,0
"3_1","3","1",6,0.857509407529739,0.4394,"2022_9_29_10-12-09_136.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.72,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_1","3","1",5,1.03493428749041,0.498,"2022_9_29_10-12-09_408.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0
"3_1","3","1",15,2.34403630735582,0.8804,"2022_9_29_10-12-09_544.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.19,0,0,0,0,0.01,0,0,0,0,0,0,0.09,0,0,0,0.02,0,0,0,0.04,0,0.2,0,0.11,0,0,0.01,0.05,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.04,0.1,0,0.02,0.04,0,0
"3_1","3","1",12,1.78709179448492,0.7302,"2022_9_29_10-12-09_96.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.12,0.09,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.02,0,0,0,0.48,0,0.03,0,0,0.01,0.02,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.02,0,0,0.04,0,0,0
"3_1","3","1",6,1.37547954551596,0.7018,"2022_9_29_10-12-09_680.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.05,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
"3_1","3","1",12,2.21644562906007,0.8706,"2022_9_29_10-12-09_576.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0.22,0,0,0,0,0,0,0.14,0,0,0,0.01,0,0,0,0,0,0.08,0,0.05,0,0,0.05,0.02,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.04,0.09,0,0,0.03,0,0
"3_1","3","1",8,1.57095212837479,0.7418,"2022_9_29_10-12-09_736.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.07,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0.06,0,0,0,0.26,0,0,0,0,0,0.01,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"3_1","3","1",6,1.33855832775905,0.6754,"2022_9_29_10-12-09_440.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.39,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.06,0,0,0,0,0,0,0,0.4,0,0,0,0,0
"3_1","3","1",6,1.21514969222803,0.634,"2022_9_29_10-12-09_672.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.05,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0
"3_1","3","1",5,1.36086925543875,0.7214,"2022_9_29_10-12-09_40.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.33,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_1","3","1",15,2.18608577404626,0.8564,"2022_9_29_10-12-09_336.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.04,0,0,0,0,0.21,0,0,0,0,0,0,0.17,0,0,0,0.05,0,0,0.01,0.01,0,0.17,0,0.03,0,0,0.02,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.18,0,0,0.05,0.03,0,0
"3_1","3","1",14,2.06559934994412,0.824,"2022_9_29_10-12-09_688.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.01,0.2,0.03,0,0,0.02,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0.11,0,0.02,0,0,0,0.07,0,0,0,0,0,0,0.06,0,0,0,0,0.01,0,0,0,0,0.1,0.01,0,0.01,0,0,0
"3_1","3","1",5,1.18784965485874,0.6158,"2022_9_29_10-12-09_744.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.04,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_1","3","1",12,2.14038657570776,0.8634,"2022_9_29_10-12-09_296.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.1,0,0,0,0.01,0.13,0,0.01,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.18,0,0.06,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.02,0,0.16,0,0,0
"3_1","3","1",7,1.21983754370808,0.6152,"2022_9_29_10-12-09_712.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0.01,0,0.01,0,0,0,0,0,0.29,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0
"3_1","3","1",13,2.19790923609503,0.8644,"2022_9_29_10-12-09_200.jpg",0,0.02,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.2,0.06,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0.03,0,0,0,0,0,0.03,0,0.14,0,0,0.02,0.02,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0.02
"3_1","3","1",3,0.827542999752377,0.4854,"2022_9_29_10-12-09_400.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0
"3_1","3","1",8,1.0569874795525,0.4918,"2022_9_29_10-12-09_528.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.07,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.69,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.02,0,0,0
"3_1","3","1",8,1.58914020655465,0.7276,"2022_9_29_10-12-09_112.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.04,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0,0,0.14,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0
"3_1","3","1",4,0.545557431291509,0.2528,"2022_9_29_10-12-09_432.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0.02,0,0
"3_1","3","1",9,1.8775908999083,0.8092,"2022_9_29_10-12-09_152.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.18,0,0,0,0,0,0,0.01,0,0,0,0.34,0,0,0,0.03,0,0,0,0,0,0.1,0,0.05,0,0,0,0.12,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_1","3","1",12,2.28717394745631,0.8812,"2022_9_29_10-12-09_472.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0.23,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.11,0,0.06,0,0.08,0,0,0.03,0,0,0,0,0,0,0,0.06,0,0,0,0.01,0,0,0,0,0,0.11,0.11,0,0,0,0,0
"3_1","3","1",12,2.08694215497262,0.8504,"2022_9_29_10-12-09_304.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.08,0.03,0,0,0,0.18,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.14,0,0.01,0,0,0.21,0.02,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.02,0,0.06,0,0,0
"3_1","3","1",11,1.60906651263582,0.705,"2022_9_29_10-12-09_256.jpg",0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0.15,0,0,0,0,0.01,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.01,0,0,0.49,0,0.02,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.14,0,0,0.04,0,0,0
"3_1","3","1",10,1.7538243369869,0.781,"2022_9_29_10-12-09_32.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.02,0,0,0,0,0,0.37,0,0.14,0,0,0.01,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.1,0,0,0.02,0,0,0
"3_1","3","1",5,1.38446600361059,0.7046,"2022_9_29_10-12-09_144.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0.1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_1","3","1",10,1.84141323690288,0.8032,"2022_9_29_10-12-09_704.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.07,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0.01,0,0.29,0.01,0,0,0,0,0.07,0,0,0,0.02,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0
"3_1","3","1",8,1.44404052759842,0.6754,"2022_9_29_10-12-09_216.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.21,0.07,0,0,0.01,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.51,0,0.07,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_1","3","1",7,1.00778746823636,0.4494,"2022_9_29_10-12-09_72.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.1,0,0,0,0,0,0,0.07,0,0.03,0,0,0,0,0,0,0,0.73,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
