location,img_name,key,site,transect,depth,depth_site_span,depth_transect_span,altitude,GPS_x,GPS_y,richness,Shannon,Simpson,Pielou,MDS1,MDS2,kelp_ratio,kelp_ratio_flipped,substrate_ratio,substrate_ratio_2,pebble_shell,hard_substrate_CCA,soft_sediment,shell_debris,cobble,pebble,hard_substrate,anthro_substrate,unknown,filamentous_brown,sargassum,sugar_kelp,green_algae,textured_kelp,other_brown_kelp,red_algae,coralline_algae,kelp_bryozoan,sessile_invert,mobile_invert,AN_large,AN_plumose,CL_siphon,CR_cancer,CR_kelp,CR_sharp,CU_burrow,CU_cali,fish_gunn,fish_sculp,GR_kelp,GR_lingcod,GR_painted,RF_brown,RF_copper,SP_stripe,SP_kelp,SP_pile,SP_shiner,SS_blood,SS_leather,SS_ochre
Elliott_Bay_Marina,2022_9_29_11-59-23_256.jpg,2_2,2,2,9.20496,4.63296,1.88976,0.678,0,0,8,1.668595044,0.759683465,0.802424599,0.728386634,-0.17952094,0,37,0,0.2,4,26,4,4,4,0,26,0,4,4,0,0,0,36,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_264.jpg,2_2,2,2,9.20496,4.63296,1.88976,0.921555556,0,0,6,1.028960363,0.519949025,0.574273713,1.052891474,-0.667061479,0,67,0,0,0,28,0,0,0,0,22,0,0,0,0,0,0,66,0,4,6,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_64.jpg,2_2,2,2,9.08304,4.63296,1.88976,1.031555556,0,0,9,1.572632919,0.742214533,0.715736086,1.039541931,-0.291843754,0,35,0,0,0,34,2,0,0,0,34,0,2,16,0,0,0,34,0,10,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Elliott_Bay_Marina,2022_9_29_11-59-23_104.jpg,2_2,2,2,9.20496,4.63296,1.88976,0.830111111,0,0,6,1.430285078,0.7304,0.798257301,0.23998162,-0.658920126,0.8,1.3,0,0,0,32,0,0,2,0,32,0,0,2,0,24,0,32,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_224.jpg,2_2,2,2,9.20496,4.63296,1.88976,0.715111111,0,0,8,1.571689551,0.723850603,0.755822907,0.976829745,-0.378248961,0,47,0,0,0,30,0,0,4,0,18,0,0,2,0,0,0,46,0,14,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Elliott_Bay_Marina,2022_9_29_11-59-23_128.jpg,2_2,2,2,9.11352,4.63296,1.88976,0.964333333,0,0,8,1.491196361,0.68,0.717113865,0.672607773,-0.355641416,0.1,7.3,0.1,0.1,0,8,4,0,0,0,6,4,4,0,0,6,0,50,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_176.jpg,2_2,2,2,9.02208,4.63296,1.88976,0.916333333,0,0,6,1.472150861,0.713869221,0.821623039,0.581965613,-0.249127355,0.2,4.8,0.1,0.1,0,8,6,0,0,0,8,0,6,0,0,8,0,42,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_312.jpg,2_2,2,2,9.05256,4.63296,1.88976,1.112444444,0,0,5,1.051752415,0.558933778,0.653490518,1.19207874,0.119687441,0.1,13,0,0,0,62,2,0,0,0,60,0,0,0,0,0,0,12,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_112.jpg,2_2,2,2,9.17448,4.63296,1.88976,0.982555556,0,0,7,1.49705414,0.7224,0.769333641,0.939246067,-0.292957499,0,41,0,0,0,36,0,0,6,0,30,0,2,2,0,0,0,40,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_376.jpg,2_2,2,2,9.35736,4.63296,1.88976,0.969666667,0,0,5,1.255261698,0.668469443,0.779937945,0.848565533,-0.35912081,0,41,0.1,0.3,6,24,0,4,0,2,24,0,16,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_8.jpg,2_2,2,2,9.35736,4.63296,1.88976,0.994333333,0,0,5,1.105278821,0.594633201,0.686748344,0.933030258,-0.544226268,0,57,0,0,0,26,12,0,0,0,26,0,4,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Elliott_Bay_Marina,2022_9_29_11-59-23_384.jpg,2_2,2,2,9.35736,4.63296,1.88976,0.530555556,0,0,6,1.424420245,0.688999547,0.794984076,0.774616381,-0.325351532,0,47,0.2,0.2,4,20,0,0,10,4,20,0,10,0,0,0,0,46,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_328.jpg,2_2,2,2,9.26592,4.63296,1.88976,0.942333333,0,0,12,2.00096026,0.815018876,0.805245646,0.476945629,-0.200613908,0,35,0.3,1.2,20,16,6,16,6,4,14,0,10,0,0,0,0,34,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_80.jpg,2_2,2,2,9.08304,4.63296,1.88976,1.008222222,0,0,4,0.827840108,0.525378656,0.597160409,1.171524585,-0.606959975,0,41,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,40,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Elliott_Bay_Marina,2022_9_29_11-59-23_240.jpg,2_2,2,2,9.35736,4.63296,1.88976,0.783444444,0,0,8,0.905892139,0.398500577,0.435642032,0.958973039,-0.798940553,0,79,0.1,0.1,0,14,0,0,2,0,2,0,0,0,0,0,0,78,0,4,12,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Elliott_Bay_Marina,2022_9_29_11-59-23_136.jpg,2_2,2,2,8.96112,4.63296,1.88976,1.239444444,0,0,7,1.33814329,0.6392,0.687669619,0.725380727,-0.442364434,0.1,7.9,0.1,0.1,0,12,0,0,0,0,6,0,2,0,0,6,2,54,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_168.jpg,2_2,2,2,8.86968,4.63296,1.88976,1.020888889,0,0,7,1.292697946,0.664552095,0.664315331,1.213518884,0.343905757,0.1,15,0.1,0.1,0,6,0,0,0,0,4,0,0,34,0,0,0,14,0,46,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Elliott_Bay_Marina,2022_9_29_11-59-23_40.jpg,2_2,2,2,8.9916,4.63296,1.88976,0.809888889,0,0,8,1.320487289,0.655324875,0.635020155,1.090837159,-0.513333089,0,35,0,0,0,48,0,0,10,0,48,0,2,0,0,0,0,34,0,0,0,0,2,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_368.jpg,2_2,2,2,9.35736,4.63296,1.88976,0.998888889,0,0,3,0.834498113,0.485630987,0.759592917,0.964054618,-0.514448929,0,67,0.1,0.1,0,10,0,0,0,0,10,0,22,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_248.jpg,2_2,2,2,9.20496,4.63296,1.88976,0.890222222,0,0,9,1.282295217,0.57177839,0.583597703,0.863016003,-0.689041637,0,21,0,0.1,2,24,0,2,0,0,16,0,2,0,0,2,0,62,0,2,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Elliott_Bay_Marina,2022_9_29_11-59-23_408.jpg,2_2,2,2,8.59536,4.63296,1.88976,1.173444444,0,0,5,1.234971378,0.66125,0.76733086,0.836575531,-0.031286051,0,33,1.7,1.7,4,2,0,0,10,4,2,0,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_280.jpg,2_2,2,2,9.38784,4.63296,1.88976,0.926,0,0,7,0.786642851,0.343137255,0.404254457,0.673938928,-0.845241746,0.1,9.2,0.1,0.1,0,6,0,0,2,0,6,0,0,0,0,8,0,82,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_48.jpg,2_2,2,2,8.9916,4.63296,1.88976,0.476888889,0,0,7,1.094346952,0.545367166,0.562383084,0.905361717,-0.611352066,0,65,0,0.1,2,24,0,2,6,0,24,0,0,0,0,0,0,64,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Elliott_Bay_Marina,2022_9_29_11-59-23_192.jpg,2_2,2,2,9.08304,4.63296,1.88976,1.053222222,0,0,6,1.508464337,0.7376,0.841889976,0.950920363,0.382802523,0.1,15,0.1,0.1,0,8,4,0,0,0,0,0,6,34,0,0,0,14,0,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_288.jpg,2_2,2,2,9.38784,4.63296,1.88976,1.128444444,0,0,8,1.650762903,0.777585544,0.793849151,0.896703322,-0.133087479,0.3,3,0,0,0,32,0,0,0,0,20,0,0,0,0,8,0,26,0,32,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Elliott_Bay_Marina,2022_9_29_11-59-23_120.jpg,2_2,2,2,9.17448,4.63296,1.88976,0.507444444,0,0,8,1.445919879,0.6592,0.69534048,0.848142764,-0.503506413,0.1,11,0,0,0,24,0,0,2,0,16,0,0,2,0,4,0,54,0,12,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_272.jpg,2_2,2,2,9.26592,4.63296,1.88976,0.676,0,0,9,1.709000236,0.764256763,0.777799527,0.521147353,-0.606685961,0.4,2.6,0,0,0,46,0,0,0,0,38,0,6,2,0,10,0,28,0,8,8,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_392.jpg,2_2,2,2,9.23544,4.63296,1.88976,0.4736,0,0,7,1.608181957,0.7472,0.826442042,0.641344965,-0.238391308,0,43,0.6,0.8,16,20,2,4,10,12,20,0,10,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_344.jpg,2_2,2,2,9.54024,4.63296,1.88976,0.827666667,0,0,8,1.551660447,0.680549771,0.746190944,0.613297116,-0.324724779,0,53,0.7,1,12,12,8,4,4,8,10,0,10,0,0,0,0,52,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_32.jpg,2_2,2,2,9.02208,4.63296,1.88976,0.899777778,0,0,4,0.951599932,0.571349481,0.686434252,1.07424094,-0.611060643,0,43,0,0,0,36,0,0,6,0,36,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_336.jpg,2_2,2,2,9.26592,4.63296,1.88976,0.526666667,0,0,9,1.754090595,0.781552903,0.798321033,0.539532321,-0.087400909,0,21,0.1,0.6,20,36,10,16,2,4,36,0,8,0,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_352.jpg,2_2,2,2,9.41832,4.63296,1.88976,0.898,0,0,7,1.522507808,0.715535194,0.782414239,0.653335105,0.10950792,0,25,0.1,0.7,4,6,10,4,2,0,6,0,8,0,0,0,0,24,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_232.jpg,2_2,2,2,9.26592,4.63296,1.88976,0.758111111,0,0,7,0.853616572,0.372164552,0.438672141,0.889058541,-0.829763962,0,81,0.1,0.1,0,6,0,0,10,0,4,0,0,0,0,0,2,80,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Elliott_Bay_Marina,2022_9_29_11-59-23_56.jpg,2_2,2,2,8.9916,4.63296,1.88976,1.264,0,0,5,1.315076037,0.687145558,0.817102683,1.015079634,-0.376509821,0,37,0,0,0,34,0,0,12,0,34,0,0,4,0,0,0,36,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_296.jpg,2_2,2,2,9.38784,4.63296,1.88976,0.612666667,0,0,11,1.649165674,0.696663606,0.687755505,0.678816734,-0.460744237,0.1,7.3,0,0,0,20,2,0,2,0,18,0,4,4,0,6,0,50,0,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_72.jpg,2_2,2,2,9.08304,4.63296,1.88976,1.091,0,0,7,0.893691574,0.388484218,0.459266618,1.26584247,0.407117833,1,1,0,0,0,72,0,0,2,0,72,0,4,4,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Elliott_Bay_Marina,2022_9_29_11-59-23_144.jpg,2_2,2,2,9.05256,4.63296,1.88976,11.28154545,0,0,6,1.665284126,0.791666667,0.929412767,0.817432304,0.098521816,0.1,19,0,0.4,8,20,6,8,0,0,20,0,0,14,0,0,0,18,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_152.jpg,2_2,2,2,9.02208,4.63296,1.88976,0.563222222,0,0,6,1.245690478,0.6512,0.695233093,1.105066633,0.060067751,0,21,0,0,0,26,2,0,0,0,24,0,0,2,0,0,0,20,0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_320.jpg,2_2,2,2,9.02208,4.63296,1.88976,1.251888889,0,0,13,1.864790284,0.752354571,0.72702811,0.69552913,-0.321331023,0,43,0.2,0.3,6,20,4,2,6,4,18,0,4,0,0,0,0,42,0,6,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Elliott_Bay_Marina,2022_9_29_11-59-23_432.jpg,2_2,2,2,7.65048,4.63296,1.88976,2.161,0,0,5,0.976221088,0.477138977,0.606560266,0.826956313,-0.478847057,0,67,0.1,0.1,0,6,0,0,4,0,6,0,14,0,0,0,0,66,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_0.jpg,2_2,2,2,9.35736,4.63296,1.88976,1.081888889,0,0,8,1.411553828,0.666601314,0.678813902,0.882887634,-0.456135491,0,51,0,0.2,4,28,4,4,0,0,28,0,0,4,0,0,0,50,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Elliott_Bay_Marina,2022_9_29_11-59-23_360.jpg,2_2,2,2,9.4488,4.63296,1.88976,0.968444444,0,0,7,1.338239664,0.657190472,0.687719145,0.969394037,-0.557091559,0,53,0.1,0.1,0,12,0,0,2,0,12,0,8,24,0,0,0,52,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_11-59-23_200.jpg,2_2,2,2,9.20496,4.63296,1.88976,1.005888889,0,0,5,1.29474344,0.6696,0.80446933,0.941518381,-0.214466653,0,47,0.1,0.1,0,8,8,0,0,0,8,0,0,6,0,0,0,46,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_10-12-09_304.jpg,3_1,3,1,4.35864,10.3632,6.91896,1.0474,47.62717375,-122.3915892,9,1.767341407,0.800362155,0.804351738,0.885127226,0.18293188,0.1,15,0,0.1,1,27,0,1,3,0,26,0,20,21,0,0,2,14,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_10-12-09_472.jpg,3_1,3,1,4.45008,10.3632,6.91896,1.0824375,47.62719293,-122.391798,9,2.009513632,0.841954903,0.914569067,0.348265297,0.126899708,1.7,0.6,0,0.2,5,36,0,5,0,0,28,0,10,3,0,11,11,6,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_10-12-09_272.jpg,3_1,3,1,5.27304,10.3632,6.91896,1.361666667,47.62715255,-122.3915646,5,1.199814373,0.65369898,0.745486585,1.134812348,0.570250822,1,1,0,0,0,29,0,0,0,0,21,0,24,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Elliott_Bay_Marina,2022_9_29_10-12-09_464.jpg,3_1,3,1,4.2672,10.3632,6.91896,0.948666667,47.62719488,-122.391787,8,1.674769783,0.774629938,0.80539402,0.515452405,0.332804503,2.4,0.4,0,0.1,2,32,0,2,0,0,32,0,16,0,0,11,6,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Elliott_Bay_Marina,2022_9_29_10-12-09_216.jpg,3_1,3,1,5.66928,10.3632,6.91896,4.5838,47.62710939,-122.3914995,8,1.444040528,0.6754,0.694436703,0.842660143,-0.435518248,0,52,0.1,0.1,1,28,2,0,7,1,21,0,10,0,0,0,0,51,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_10-12-09_480.jpg,3_1,3,1,5.1816,10.3632,6.91896,4.596466667,47.62719174,-122.3918039,7,1.753717152,0.808114962,0.901232337,0.319244037,-0.381063844,0.9,1.1,0,0,0,36,0,0,0,0,28,0,15,0,0,13,1,15,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_10-12-09_544.jpg,3_1,3,1,5.51688,10.3632,6.91896,1.1434,47.62715548,-122.3918939,9,1.905833576,0.832986256,0.86738224,0.725800754,0.072803657,0.2,4.2,0,0,0,31,1,0,0,0,20,0,9,1,0,4,10,20,0,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_10-12-09_264.jpg,3_1,3,1,5.51688,10.3632,6.91896,1.721933333,47.62714574,-122.3915587,5,1.313496943,0.683159722,0.816121537,1.122713955,0.227899421,0.1,12,0,0,0,39,0,0,0,0,29,0,43,0,0,0,0,11,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_10-12-09_624.jpg,3_1,3,1,7.52856,10.3632,6.91896,2.240857143,47.62709828,-122.3919769,9,1.951452576,0.841341269,0.888144342,0.562825869,0.207770698,0.8,1.2,0,0,0,26,0,0,10,0,20,0,16,0,0,7,1,9,0,13,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_10-12-09_136.jpg,3_1,3,1,7.0104,10.3632,6.91896,0.857866667,47.62706949,-122.3913939,5,0.843646464,0.4392,0.52418702,0.988195811,-0.664600046,0,73,0,0,0,22,0,0,0,0,20,0,4,0,0,0,0,72,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_10-12-09_720.jpg,3_1,3,1,7.80288,10.3632,6.91896,1.393066667,47.6271097,-122.3921066,5,0.924611054,0.551906676,0.574493148,1.171192808,0.586507391,1,1,0,0,0,52,0,0,0,0,52,0,43,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_10-12-09_184.jpg,3_1,3,1,6.4008,10.3632,6.91896,1.058333333,47.62709309,-122.3914592,6,1.169235963,0.625554734,0.652563016,1.170228832,0.590321037,2,0.5,0,0,0,43,0,0,0,0,43,0,46,0,0,1,0,0,0,2,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_10-12-09_528.jpg,3_1,3,1,4.93776,10.3632,6.91896,1.8386,47.62716675,-122.3918746,6,0.947761993,0.469804248,0.52895604,0.934721669,-0.78727263,0,35,0,0,0,24,1,0,0,0,8,0,3,0,0,1,0,69,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_10-12-09_552.jpg,3_1,3,1,5.7912,10.3632,6.91896,0.898933333,47.62714857,-122.3918975,9,2.023193076,0.852520776,0.92079485,0.764740533,0.174369741,0.2,5.7,0,0,0,36,5,0,0,0,15,0,15,5,0,2,9,16,0,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_10-12-09_424.jpg,3_1,3,1,4.23672,10.3632,6.91896,1.306933333,47.62719736,-122.3917298,3,0.389000206,0.185899398,0.354083246,0.342999464,1.468200694,1,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,89,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_10-12-09_696.jpg,3_1,3,1,7.83336,10.3632,6.91896,1.5212,47.6271009,-122.3920796,4,1.094585045,0.620811287,0.789576208,0.945627547,0.526591298,1,1,0,0,0,26,0,0,3,0,26,0,28,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_10-12-09_640.jpg,3_1,3,1,8.01624,10.3632,6.91896,1.5678,47.62709844,-122.3919977,6,1.323740573,0.69140625,0.738793681,0.939069198,-0.264713572,0,38,0,0,0,34,0,0,1,0,34,0,17,0,0,0,0,37,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_10-12-09_296.jpg,3_1,3,1,4.32816,10.3632,6.91896,0.815333333,47.62716984,-122.3915835,10,1.837208277,0.805839002,0.797889417,0.844207124,-0.000915961,0.3,3.2,0.1,0.1,2,29,0,1,0,1,23,1,20,7,0,5,2,18,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_10-12-09_208.jpg,3_1,3,1,5.82168,10.3632,6.91896,1.699533333,47.6271031,-122.3914874,5,1.451800183,0.747632875,0.902054172,0.861339602,-0.096271022,0,32,0.1,0.1,0,16,0,0,17,0,16,0,22,0,0,0,0,31,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_10-12-09_496.jpg,3_1,3,1,4.99872,10.3632,6.91896,0.8038,47.62718651,-122.3918266,11,2.095382207,0.857463524,0.873842253,0.078702295,-0.270703181,2.2,0.4,0,0,0,30,0,0,2,0,22,0,13,1,0,19,8,8,0,13,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Elliott_Bay_Marina,2022_9_29_10-12-09_704.jpg,3_1,3,1,8.10768,10.3632,6.91896,1.280533333,47.62710493,-122.392091,5,1.469969396,0.739619377,0.913343338,0.733830979,0.613467983,1,1,0.1,0.1,0,18,0,0,7,0,11,0,27,0,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_10-12-09_344.jpg,3_1,3,1,3.32232,10.3632,6.91896,0.9596,47.62719583,-122.3916296,7,1.524674242,0.749565972,0.783527566,0.973584723,0.033106993,0.1,10.5,0,0,0,39,1,0,0,0,30,0,30,0,0,1,0,20,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_10-12-09_80.jpg,3_1,3,1,8.382,10.3632,6.91896,1.004466667,47.62703365,-122.3913244,7,1.219743463,0.629350064,0.626824144,1.051613387,-0.372786452,0,37,0,0,0,52,0,0,1,0,49,0,3,0,0,0,0,36,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Elliott_Bay_Marina,2022_9_29_10-12-09_0.jpg,3_1,3,1,9.4488,10.3632,6.91896,1.011333333,47.62698,-122.39122,7,1.257357401,0.620158267,0.646153884,0.839252443,-0.362715678,0,56,0.1,0.1,0,14,1,0,4,0,14,0,20,0,0,0,0,55,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Elliott_Bay_Marina,2022_9_29_10-12-09_592.jpg,3_1,3,1,6.43128,10.3632,6.91896,1.7560625,47.6271165,-122.3919365,10,1.993027006,0.846666667,0.865560631,-0.100777394,-0.044790527,11,0.1,0,0.8,15,20,8,15,0,0,14,0,14,0,0,21,1,1,0,9,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott_Bay_Marina,2022_9_29_10-12-09_48.jpg,3_1,3,1,8.9916,10.3632,6.91896,1.385866667,47.62701077,-122.3912797,7,1.357088037,0.66180758,0.697405293,0.614758677,-0.507289608,0.2,5.1,0,0,0,24,1,0,1,0,24,0,5,0,0,9,0,50,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
