site,transect,photo,path,row,column,patch_size,label,long_label
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,1530,4217,224,KE_sugar,kelp_sugar
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,1437,3278,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,1881,1957,224,RE_leaf,red_algae_flat_leaf
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,2921,1320,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,233,533,224,KE_sugar,kelp_sugar
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,1954,1810,224,RE_leaf,red_algae_flat_leaf
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,3375,4427,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,563,1207,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,970,3908,224,KE_sugar,kelp_sugar
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,623,3839,224,RE_bush,red_algae_bushy
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,994,4374,224,KE_sugar,kelp_sugar
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,2285,975,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,2167,2592,224,RE_fil,red_algae_filamentous
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,2975,4354,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,2456,1805,224,GR_ulva,green_algae_ulva
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,908,2263,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,2722,302,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,1222,4042,224,KE_sugar,kelp_sugar
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,2795,3368,224,SU_cob,cobble
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,2808,3602,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,2621,3878,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,193,196,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,1960,4228,224,SU_cob,cobble
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,1264,860,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,1835,4307,224,SU_cob,cobble
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,3168,3979,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,3453,443,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,369,248,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,3372,3215,224,GR_ulva,green_algae_ulva
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,1816,631,224,RE_branch,red_algae_branching
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,465,3784,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,976,3165,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,1976,758,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,3795,2967,224,KE_sugar,kelp_sugar
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,2376,2732,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,3112,1713,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,3575,2388,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,650,461,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,1730,4040,224,KE_sugar,kelp_sugar
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,563,1381,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,2616,1966,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,2090,2424,224,RE_fil,red_algae_filamentous
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,3543,1589,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,805,1353,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,2946,2248,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,1769,511,224,RE_leaf,red_algae_flat_leaf
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,1492,1473,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-20.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-20.jpg,1978,553,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,1619,4052,224,KE_sugar,kelp_sugar
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,1199,1157,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,3141,868,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,941,3626,224,GR_ulva,green_algae_ulva
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,2626,410,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,1521,3758,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,427,1711,224,RE_fil,red_algae_filamentous
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,731,2249,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,522,3383,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,2024,4156,224,KE_sugar,kelp_sugar
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,2733,2274,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,475,3545,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,2699,4379,224,KE_sugar,kelp_sugar
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,2006,3242,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,3493,4437,224,unknown,unknown_area
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,1167,969,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,2272,3031,224,SU_shell,shell_hash
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,651,1195,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,3748,815,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,3127,2367,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,2920,845,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,2573,683,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,3070,4140,224,KE_sugar,kelp_sugar
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,2635,3362,224,GR_ulva,green_algae_ulva
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,1335,2439,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,1213,1347,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,1650,1025,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,2842,1070,224,RE_fil,red_algae_filamentous
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,2770,3494,224,GR_ulva,green_algae_ulva
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,3500,2526,224,SU_cob,cobble
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,2541,3958,224,KE_sugar,kelp_sugar
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,3345,2480,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,3686,3920,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,297,1477,224,KE_sugar,kelp_sugar
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,293,1722,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,1514,3201,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,1351,1403,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,3777,1506,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,1597,2913,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,1308,1679,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,2726,2768,224,SU_sand,sand_fine_shell
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,1213,2587,224,SU_silt,silt
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,267,2300,224,SU_peb,pebble
Centennial,1,2024_10_08_10-12-29.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T1_deep/testing/2024_10_08_10-12-29.jpg,2286,4186,224,KE_sugar,kelp_sugar
