"key","sum","original_data_pts","SU","site","transect","img_name","cup_SI","anem_SI","bivalve_SI","CaCuc_MS","crab_MS","CucEmb_SI","encru_SI","gastro_MS","HydBry_SI","KelpBry_SI","scallop_SI","SponSol_SI","SStar_MS","TunSol_SI","urchin_MS","shell_SU","SS_SU","bould_SU","cob_SU","concr_SU","lgshell_SU","peb_SU","reef_SU","wood_SU","anth_SU","fish_MS","glass_SU","metal_SU","poly_SU","UNIdent","X3rib_KE","X5rib_KE","art_CA","branch_RE","broad_KE","bullBL_KE","bullST_KE","bushy_RE","cabb_KE","coland_KE","cord_KE","crust_CA","DiRet_KE","feath_KE","filam_BR","filam_RE","FlatAci_BR","fucus_BR","giant_KE","holdfas_BR","LaEph_KE","LaLoSi_KE","leaf_RE","palm_KE","ribbn_KE","sargass_BR","senes_AL","senes_RE","split_KE","stalk_KE","strap_KE","StriAci_BR","sugar_KE","ulva_GR","undaria_BR","unk_BR","unk_RE","eel_SG","surf_SG"
"3_1",1,100,357,3,1,"2022_9_29_10-12-09_712.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0.01,0,0.01,0,0,0,0,0,0.29,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0
"3_1",1,100,318,3,1,"2022_9_29_10-12-09_416.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0.88,0,0,0,0,0
"3_1",1,100,284,3,1,"2022_9_29_10-12-09_168.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.13,0,0,0,0,0,0,0,0,0,0,0.18,0,0.07,0,0,0,0,0,0,0,0.26,0,0.11,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0
"3_1",1,100,356,3,1,"2022_9_29_10-12-09_704.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.07,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0.01,0,0.29,0.01,0,0,0,0,0.07,0,0,0,0.02,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0
"3_1",1,100,309,3,1,"2022_9_29_10-12-09_352.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.02,0,0,0,0,0,0,0.04,0,0.45,0,0.08,0,0,0,0,0,0.03,0,0.07,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0.06,0,0.01,0.03,0,0
"3_1",1,100,297,3,1,"2022_9_29_10-12-09_272.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.45,0,0,0
"3_1",1,100,280,3,1,"2022_9_29_10-12-09_136.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.72,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_1",1,100,346,3,1,"2022_9_29_10-12-09_632.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0.25,0,0.01,0,0.01,0,0.02,0.02,0,0,0.04,0,0.04,0,0,0,0.02,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0
"3_1",1,100,295,3,1,"2022_9_29_10-12-09_256.jpg",0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0.15,0,0,0,0,0.01,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.01,0,0,0.49,0,0.02,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.14,0,0,0.04,0,0,0
"3_1",1,100,317,3,1,"2022_9_29_10-12-09_408.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0
"3_1",1,100,288,3,1,"2022_9_29_10-12-09_200.jpg",0,0.02,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.2,0.06,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0.03,0,0,0,0,0,0.03,0,0.14,0,0,0.02,0.02,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0.02
"3_1",1,100,342,3,1,"2022_9_29_10-12-09_600.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0.17,0,0,0,0.02,0,0.01,0.01,0.02,0,0.01,0,0.01,0,0,0.33,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.12,0,0,0.06,0,0,0
"3_1",1,100,348,3,1,"2022_9_29_10-12-09_640.jpg",0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.34,0.01,0,0,0,0,0,0,0,0,0,0,0.17,0,0.37,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_1",1,100,352,3,1,"2022_9_29_10-12-09_672.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.05,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0
"3_1",1,100,282,3,1,"2022_9_29_10-12-09_152.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.18,0,0,0,0,0,0,0.01,0,0,0,0.34,0,0,0,0.03,0,0,0,0,0,0.1,0,0.05,0,0,0,0.12,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_1",1,100,337,3,1,"2022_9_29_10-12-09_560.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.1,0.02,0,0,0,0.11,0,0,0.03,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.39,0,0.01,0,0,0.03,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.03,0,0,0.05,0,0,0
"3_1",1,100,276,3,1,"2022_9_29_10-12-09_104.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.34,0,0.08,0,0,0,0.09,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
"3_1",1,100,321,3,1,"2022_9_29_10-12-09_440.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.39,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.06,0,0,0,0,0,0,0,0.4,0,0,0,0,0
"3_1",1,100,344,3,1,"2022_9_29_10-12-09_616.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.06,0,0,0,0.06,0.1,0,0,0.13,0,0.03,0,0,0,0.01,0,0,0,0.02,0,0,0.09,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0
"3_1",1,100,365,3,1,"2022_9_29_10-12-09_88.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0.02,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_1",1,100,320,3,1,"2022_9_29_10-12-09_432.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0.02,0,0
"3_1",1,100,326,3,1,"2022_9_29_10-12-09_48.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.24,0.01,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.01,0,0,0,0,0,0.5,0,0,0,0,0,0.06,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.09,0,0,0.02,0,0,0
"3_1",1,100,353,3,1,"2022_9_29_10-12-09_680.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.05,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
"3_1",1,100,296,3,1,"2022_9_29_10-12-09_264.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0.11,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0
"3_1",1,100,304,3,1,"2022_9_29_10-12-09_32.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.02,0,0,0,0,0,0.37,0,0.14,0,0,0.01,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.1,0,0,0.02,0,0,0
"3_1",1,100,307,3,1,"2022_9_29_10-12-09_336.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.04,0,0,0,0,0.21,0,0,0,0,0,0,0.17,0,0,0,0.05,0,0,0.01,0.01,0,0.17,0,0.03,0,0,0.02,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.18,0,0,0.05,0.03,0,0
"3_2",1,100,376,3,2,"2022_9_29_10-35-25_160.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.02,0,0,0.04,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0
"3_2",1,100,393,3,2,"2022_9_29_10-35-25_288.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.14,0.14,0,0,0.12,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.08,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0
"3_2",1,100,411,3,2,"2022_9_29_10-35-25_416.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_2",1,100,396,3,2,"2022_9_29_10-35-25_312.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.14,0.02,0,0,0.08,0,0,0,0,0,0,0,0.12,0,0,0,0.04,0,0.04,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0
"3_2",1,100,402,3,2,"2022_9_29_10-35-25_352.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.06,0,0.06,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_2",1,100,389,3,2,"2022_9_29_10-35-25_256.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"3_2",1,100,370,3,2,"2022_9_29_10-35-25_120.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.06,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_2",1,100,384,3,2,"2022_9_29_10-35-25_224.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.02,0,0,0,0.44,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_2",1,100,398,3,2,"2022_9_29_10-35-25_320.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.1,0.04,0,0,0.02,0,0,0,0,0,0,0,0.2,0,0,0,0.02,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.02,0,0
"3_2",1,100,405,3,2,"2022_9_29_10-35-25_376.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.04,0.3,0.04,0,0,0.12,0,0,0,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,0,0,0
"3_2",1,100,425,3,2,"2022_9_29_10-35-25_88.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_2",1,100,409,3,2,"2022_9_29_10-35-25_400.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.02,0.28,0.08,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.06,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.1,0,0
"3_2",1,100,417,3,2,"2022_9_29_10-35-25_464.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0.5,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0,0.06,0,0,0
"3_2",1,100,369,3,2,"2022_9_29_10-35-25_112.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_2",1,100,379,3,2,"2022_9_29_10-35-25_184.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_2",1,100,412,3,2,"2022_9_29_10-35-25_424.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.22,0,0,0,0.58,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0
"3_2",1,100,422,3,2,"2022_9_29_10-35-25_72.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.28,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.4,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.02,0,0,0,0,0
"3_2",1,100,400,3,2,"2022_9_29_10-35-25_336.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_2",1,100,387,3,2,"2022_9_29_10-35-25_240.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.02,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.1,0,0,0,0,0,0.34,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_2",1,100,413,3,2,"2022_9_29_10-35-25_432.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0
"3_2",1,100,418,3,2,"2022_9_29_10-35-25_472.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.04,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.06,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.2,0,0,0.06,0,0,0
"3_2",1,100,406,3,2,"2022_9_29_10-35-25_384.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.02,0.4,0.1,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0
"3_2",1,100,394,3,2,"2022_9_29_10-35-25_296.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.2,0.06,0,0,0.12,0,0,0,0,0,0,0,0.2,0,0,0,0.06,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.02,0,0
"3_2",1,100,414,3,2,"2022_9_29_10-35-25_440.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.12,0,0,0,0.52,0,0,0,0,0,0.02,0,0,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0.04,0,0,0,0,0
"3_2",1,100,423,3,2,"2022_9_29_10-35-25_8.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.14,0,0,0,0,0.24,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_2",1,100,397,3,2,"2022_9_29_10-35-25_32.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.22,0.12,0.08,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.12,0,0,0,0,0,0,0.22,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0
"3_2",1,100,420,3,2,"2022_9_29_10-35-25_56.jpg",0,0,0,0,0.04,0,0,0,0,0,0,0,0.02,0,0,0,0.08,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_2",1,100,383,3,2,"2022_9_29_10-35-25_216.jpg",0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.02,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0
"3_2",1,100,367,3,2,"2022_9_29_10-35-25_0.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.32,0.04,0,0,0,0.14,0,0,0,0,0,0,0,0.04,0,0,0,0.02,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_2",1,100,374,3,2,"2022_9_29_10-35-25_152.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0.04,0,0,0.06,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_2",1,100,373,3,2,"2022_9_29_10-35-25_144.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_2",1,100,388,3,2,"2022_9_29_10-35-25_248.jpg",0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.14,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.02,0,0,0,0.14,0,0.04,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0
"3_2",1,100,416,3,2,"2022_9_29_10-35-25_456.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.08,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.28,0,0.02,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.12,0,0,0.16,0.02,0,0
"3_2",1,100,426,3,2,"2022_9_29_10-35-25_96.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.06,0,0,0
"3_2",1,100,375,3,2,"2022_9_29_10-35-25_16.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0
"3_2",1,100,377,3,2,"2022_9_29_10-35-25_168.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.4,0,0.02,0,0,0.08,0.02,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.08,0.04,0,0,0,0,0
"3_2",1,100,382,3,2,"2022_9_29_10-35-25_208.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.4,0.08,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0
"3_2",1,100,401,3,2,"2022_9_29_10-35-25_344.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.06,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.08,0,0.14,0,0,0,0.1,0,0.02,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"3_2",1,100,421,3,2,"2022_9_29_10-35-25_64.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.26,0.06,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04,0,0,0
"3_2",1,100,399,3,2,"2022_9_29_10-35-25_328.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.16,0.02,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.1,0.02,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0
"3_2",1,100,410,3,2,"2022_9_29_10-35-25_408.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.1,0.32,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0
"3_2",1,100,380,3,2,"2022_9_29_10-35-25_192.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.4,0.04,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.42,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_2",1,100,392,3,2,"2022_9_29_10-35-25_280.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.1,0.02,0,0,0.04,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.02,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0
"3_2",1,100,407,3,2,"2022_9_29_10-35-25_392.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.08,0,0,0.08,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.04,0,0,0,0.36,0,0,0,0,0,0.02,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0
"3_2",1,100,371,3,2,"2022_9_29_10-35-25_128.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.22,0.08,0.02,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
